Date	Time-DEL	Time	GHI	DNI	DIF	flagR	SE	SA	TEMP	AP	RH	WS	WD	PWAT
31.12.2019	0:30:00	0:00:00	0	0	0	0	-52.32	-91.81	6.4	975.5	54.4	2.4	248	6.2
31.12.2019	1:30:00	1:00:00	0	0	0	0	-39.5	-84.42	5.8	975.5	54.8	2.3	245	6.1
31.12.2019	2:30:00	2:00:00	0	0	0	0	-26.82	-77.92	5	975.6	56.5	2.2	240	5.9
31.12.2019	3:30:00	3:00:00	0	0	0	0	-14.45	-71.41	5	975.9	56.8	2	235	5.8
31.12.2019	4:30:00	4:00:00	4	0	4	2	-1.99	-64.34	5.2	976.1	57	2	228	5.7
31.12.2019	5:30:00	5:00:00	121	519	39	1	8.75	-56.2	6.3	976.7	54.1	1.8	221	5.7
31.12.2019	6:30:00	6:00:00	292	707	65	1	18.72	-46.45	8	977	48.2	1.6	217	5.7
31.12.2019	7:30:00	7:00:00	440	780	86	1	27.05	-34.53	10.3	977.2	44.3	1.8	221	5.8
31.12.2019	8:30:00	8:00:00	536	791	106	1	32.95	-20.14	12.6	977	39.6	1.8	229	6
31.12.2019	9:30:00	9:00:00	568	742	136	1	35.62	-3.79	13.5	976.3	35.9	1.5	246	5.8
31.12.2019	10:30:00	10:00:00	554	754	125	1	34.59	12.99	14.7	975.6	30.4	1.5	262	5.5
31.12.2019	11:30:00	11:00:00	477	728	112	1	30.05	28.38	15	975	29.3	1.4	272	6
31.12.2019	12:30:00	12:00:00	367	695	99	1	22.7	41.4	15.1	974.9	29.3	1.5	289	6.4
31.12.2019	13:30:00	13:00:00	197	531	65	1	13.37	52.07	14.7	974.9	31.1	1.7	305	6.9
31.12.2019	14:30:00	14:00:00	37	159	22	2	3.04	60.86	13.6	974.9	36.6	1.8	314	7.3
31.12.2019	15:30:00	15:00:00	0	0	0	0	-8.88	68.34	12.6	975.2	45.1	1.8	318	7.8
31.12.2019	16:30:00	16:00:00	0	0	0	0	-21.23	75.04	11.2	975.5	54.1	1.8	320	8.3
31.12.2019	17:30:00	17:00:00	0	0	0	0	-33.79	81.46	9.9	975.7	61.3	1.4	325	8.7
31.12.2019	18:30:00	18:00:00	0	0	0	0	-46.57	88.3	9.8	975.6	63.5	0.7	323	8.9
31.12.2019	19:30:00	19:00:00	0	0	0	0	-59.38	96.96	8.8	975.3	67.1	0.2	269	9.1
31.12.2019	20:30:00	20:00:00	0	0	0	0	-71.8	112.45	7.7	975.1	70.4	0.3	191	9.1
31.12.2019	21:30:00	21:00:00	0	0	0	0	-80.84	161.33	7.5	974.6	72.3	0.5	196	9.6
31.12.2019	22:30:00	22:00:00	0	0	0	0	-76.76	-126.96	7.1	973.9	75	0.8	209	10.3
31.12.2019	23:30:00	23:00:00	0	0	0	0	-65.05	-102.4	6.9	973.5	76.6	0.8	217	10.3
01.01.2020	0:30:00	0:00:00	0	0	0	0	-52.41	-92.01	6.7	973.3	77.3	0.9	236	10.5
01.01.2020	1:30:00	1:00:00	0	0	0	0	-39.59	-84.58	6.7	973.2	78	1	251	10.7
01.01.2020	2:30:00	2:00:00	0	0	0	0	-26.91	-78.05	6.5	972.9	79.4	1	252	11
01.01.2020	3:30:00	3:00:00	0	0	0	0	-14.53	-71.54	6.5	972.7	79.7	1	249	11.2
01.01.2020	4:30:00	4:00:00	4	0	4	2	-2.06	-64.47	6.9	972.9	79.4	1	244	11.3
01.01.2020	5:30:00	5:00:00	99	289	59	1	8.69	-56.35	7.9	973	76.2	0.9	239	11.2
01.01.2020	6:30:00	6:00:00	242	353	127	1	18.68	-46.61	8.6	973.1	72.1	0.8	239	11.1
01.01.2020	7:30:00	7:00:00	446	719	119	1	27.05	-34.69	10.3	973.3	66.7	0.9	250	11.1
01.01.2020	8:30:00	8:00:00	547	729	150	1	32.98	-20.32	12.5	972.9	60.2	0.8	264	11
01.01.2020	9:30:00	9:00:00	619	881	105	1	35.69	-3.96	13.5	972.1	60.3	0.8	279	10.9
01.01.2020	10:30:00	10:00:00	586	789	137	1	34.69	12.85	14.3	971.2	61.2	0.9	294	10.7
01.01.2020	11:30:00	11:00:00	493	682	149	1	30.17	28.28	14.7	970.5	57.8	1	304	10.7
01.01.2020	12:30:00	12:00:00	320	484	131	1	22.84	41.34	15.1	970.5	55.3	1.3	303	10.8
01.01.2020	13:30:00	13:00:00	175	399	80	1	13.51	52.04	15	970.4	54.5	1.6	305	11
01.01.2020	14:30:00	14:00:00	35	168	18	2	3.17	60.84	14.4	970.5	55.7	1.6	305	11.3
01.01.2020	15:30:00	15:00:00	0	0	0	0	-8.71	68.34	13.9	970.8	59.3	1.4	307	11.7
01.01.2020	16:30:00	16:00:00	0	0	0	0	-21.08	75.05	12.6	971.1	66.2	1.3	311	12.1
01.01.2020	17:30:00	17:00:00	0	0	0	0	-33.64	81.49	11.6	971.2	72.6	1.1	307	12.5
01.01.2020	18:30:00	18:00:00	0	0	0	0	-46.42	88.34	11.5	971	75	0.8	290	12.7
01.01.2020	19:30:00	19:00:00	0	0	0	0	-59.23	97	11.2	970.8	75.7	0.6	266	12.7
01.01.2020	20:30:00	20:00:00	0	0	0	0	-71.65	112.43	10.7	970.4	77.5	0.5	243	12.7
01.01.2020	21:30:00	21:00:00	0	0	0	0	-80.73	160.71	10.2	970.1	80.1	0.5	208	12.4
01.01.2020	22:30:00	22:00:00	0	0	0	0	-76.8	-127.61	9.5	970	84.2	0.8	174	11.9
01.01.2020	23:30:00	23:00:00	0	0	0	0	-65.13	-102.69	9.6	969.6	84.8	1.1	166	11.7
02.01.2020	0:30:00	0:00:00	0	0	0	0	-52.48	-92.2	9.4	969.4	85.2	1	177	11.5
02.01.2020	1:30:00	1:00:00	0	0	0	0	-39.66	-84.73	9	969.5	86.1	1.2	203	11.6
02.01.2020	2:30:00	2:00:00	0	0	0	0	-26.97	-78.19	8.6	969.4	87.3	1.6	219	11.9
02.01.2020	3:30:00	3:00:00	0	0	0	0	-14.58	-71.67	8.3	969.5	88.6	1.9	227	12.3
02.01.2020	4:30:00	4:00:00	3	0	3	2	-2.1	-64.6	8	969.9	89.2	2.1	230	12.6
02.01.2020	5:30:00	5:00:00	107	289	60	1	8.67	-56.48	8.4	970.3	87.5	2.1	231	12.9
02.01.2020	6:30:00	6:00:00	271	462	123	1	18.68	-46.75	9.5	970.8	82.4	2.1	231	13.2
02.01.2020	7:30:00	7:00:00	420	564	163	1	27.06	-34.84	11.8	971.4	73.9	2.6	236	13.5
02.01.2020	8:30:00	8:00:00	484	476	225	1	33.03	-20.46	14	971.2	65.9	2.9	241	13.7
02.01.2020	9:30:00	9:00:00	530	518	228	1	35.77	-4.09	14.1	970.9	60.2	3.1	236	14.1
02.01.2020	10:30:00	10:00:00	465	334	273	1	34.79	12.75	14.7	970.5	51.3	3.6	229	14.9
02.01.2020	11:30:00	11:00:00	395	315	238	1	30.29	28.22	15.1	970.1	49.1	4	242	14.8
02.01.2020	12:30:00	12:00:00	342	486	150	1	22.96	41.31	15.4	970.2	47.5	4.1	257	14.6
02.01.2020	13:30:00	13:00:00	185	382	93	1	13.64	52.03	15.1	970.3	47.8	3.9	265	14.2
02.01.2020	14:30:00	14:00:00	34	104	22	2	3.28	60.85	14.4	970.7	49.2	3.4	267	14.1
02.01.2020	15:30:00	15:00:00	0	0	0	0	-8.56	68.36	13.5	971.2	52.3	2.7	270	14.1
02.01.2020	16:30:00	16:00:00	0	0	0	0	-20.95	75.08	12.4	971.7	57.2	2.6	274	14.1
02.01.2020	17:30:00	17:00:00	0	0	0	0	-33.52	81.53	11.8	972	60.8	2.4	273	14
02.01.2020	18:30:00	18:00:00	0	0	0	0	-46.3	88.39	11.9	972.2	60.3	2.2	269	14
02.01.2020	19:30:00	19:00:00	0	0	0	0	-59.11	97.07	12.1	972.5	59.4	1.8	265	13.8
02.01.2020	20:30:00	20:00:00	0	0	0	0	-71.52	112.49	11.7	972.5	61.1	1.3	250	13.4
02.01.2020	21:30:00	21:00:00	0	0	0	0	-80.63	160.26	11.4	972.4	57.6	1.4	227	13.4
02.01.2020	22:30:00	22:00:00	0	0	0	0	-76.82	-128.2	11.2	972.6	52.7	2.3	220	13.9
02.01.2020	23:30:00	23:00:00	0	0	0	0	-65.19	-102.98	10.7	972.8	51.8	2.8	225	13.4
03.01.2020	0:30:00	0:00:00	0	0	0	0	-52.54	-92.4	10.4	972.8	49.3	2.9	227	12.5
03.01.2020	1:30:00	1:00:00	0	0	0	0	-39.72	-84.89	9.8	972.7	48.8	2.9	227	11.7
03.01.2020	2:30:00	2:00:00	0	0	0	0	-27.02	-78.33	9.3	972.7	49.3	2.9	227	11.3
03.01.2020	3:30:00	3:00:00	0	0	0	0	-14.63	-71.8	9.1	972.8	51.8	3	226	11
03.01.2020	4:30:00	4:00:00	2	0	2	2	-2.14	-64.73	9	973.2	54.1	3.1	222	10.7
03.01.2020	5:30:00	5:00:00	102	230	64	1	8.65	-56.61	9.2	973.6	55.9	3.1	217	10.3
03.01.2020	6:30:00	6:00:00	261	370	142	1	18.67	-46.89	9.9	974.1	57.4	3.5	216	10
03.01.2020	7:30:00	7:00:00	400	444	198	1	27.08	-34.99	11	974.5	57.6	4.4	220	9.9
03.01.2020	8:30:00	8:00:00	499	502	226	1	33.08	-20.61	12.2	974.1	54.1	5.1	226	9.8
03.01.2020	9:30:00	9:00:00	508	417	264	1	35.85	-4.22	13.3	973.6	49.2	5.5	233	10.1
03.01.2020	10:30:00	10:00:00	487	392	261	1	34.9	12.65	14.3	972.9	42.4	5.9	241	10.6
03.01.2020	11:30:00	11:00:00	356	228	243	1	30.42	28.16	14.6	972.5	41	5.8	244	10.3
03.01.2020	12:30:00	12:00:00	266	177	196	1	23.1	41.28	14.7	972.2	39.7	5.6	245	10
03.01.2020	13:30:00	13:00:00	121	141	92	1	13.78	52.02	14.5	972.2	38.8	5.4	244	10
03.01.2020	14:30:00	14:00:00	33	84	24	2	3.4	60.87	13.9	972.2	38.7	4.6	242	10.1
03.01.2020	15:30:00	15:00:00	0	0	0	0	-8.41	68.39	13.5	972.2	38.6	3.5	238	10.1
03.01.2020	16:30:00	16:00:00	0	0	0	0	-20.82	75.12	12.4	972.5	41.7	3.3	233	9.9
03.01.2020	17:30:00	17:00:00	0	0	0	0	-33.39	81.58	11.2	972.6	45.9	3.6	229	9.5
03.01.2020	18:30:00	18:00:00	0	0	0	0	-46.17	88.46	10.8	972.8	47.5	4	224	8.9
03.01.2020	19:30:00	19:00:00	0	0	0	0	-58.98	97.16	10.3	972.8	49.3	4.4	220	8.5
03.01.2020	20:30:00	20:00:00	0	0	0	0	-71.38	112.56	9.7	972.8	50.5	4.6	220	8.6
03.01.2020	21:30:00	21:00:00	0	0	0	0	-80.52	159.84	9.3	972.6	51.6	5	222	9
03.01.2020	22:30:00	22:00:00	0	0	0	0	-76.83	-128.81	8.7	972.1	52.9	5.7	222	9.6
03.01.2020	23:30:00	23:00:00	0	0	0	0	-65.25	-103.29	8.6	971.9	51.8	5.7	219	10.2
04.01.2020	0:30:00	0:00:00	0	0	0	0	-52.6	-92.61	8.5	971.7	50	5.6	216	10.9
04.01.2020	1:30:00	1:00:00	0	0	0	0	-39.77	-85.06	8.4	971.3	48.6	5.7	214	11.6
04.01.2020	2:30:00	2:00:00	0	0	0	0	-27.07	-78.47	8.6	970.9	48.3	5.9	212	12.3
04.01.2020	3:30:00	3:00:00	0	0	0	0	-14.67	-71.94	8.6	970.8	48.4	5.9	211	12.6
04.01.2020	4:30:00	4:00:00	2	0	2	2	-2.17	-64.87	8.8	971.1	49.5	5.9	212	12.6
04.01.2020	5:30:00	5:00:00	78	83	64	1	8.63	-56.75	8.9	971.5	52.5	5.6	211	12.5
04.01.2020	6:30:00	6:00:00	216	190	155	1	18.68	-47.04	8.9	971.9	56.7	5.6	210	12.6
04.01.2020	7:30:00	7:00:00	187	26	175	1	27.11	-35.15	9.5	972.2	59.7	6.7	216	12.8
04.01.2020	8:30:00	8:00:00	277	78	232	1	33.14	-20.76	10.1	972.1	62.9	7.4	226	13.2
04.01.2020	9:30:00	9:00:00	215	30	197	1	35.94	-4.35	10.6	971.5	64.5	8.2	238	13.5
04.01.2020	10:30:00	10:00:00	76	1	75	1	35.02	12.56	11.6	970.6	61.5	9.1	246	13.9
04.01.2020	11:30:00	11:00:00	154	28	139	1	30.55	28.1	11.7	970.2	61.3	8.6	249	14.3
04.01.2020	12:30:00	12:00:00	61	0	61	1	23.24	41.26	11.8	970.2	61.8	7.7	252	15
04.01.2020	13:30:00	13:00:00	97	43	85	1	13.92	52.03	11.9	970.5	62.7	6.3	256	15.8
04.01.2020	14:30:00	14:00:00	27	18	25	2	3.52	60.89	11.6	970.7	67.6	5	256	16.4
04.01.2020	15:30:00	15:00:00	0	0	0	0	-8.25	68.42	11.2	970.9	72.4	4.5	250	16.4
04.01.2020	16:30:00	16:00:00	0	0	0	0	-20.69	75.17	10.7	971.3	76.5	4.1	244	16.2
04.01.2020	17:30:00	17:00:00	0	0	0	0	-33.26	81.64	10.4	971.6	79.5	4.5	243	16
04.01.2020	18:30:00	18:00:00	0	0	0	0	-46.04	88.54	10.5	971.8	79.4	5.2	248	15.9
04.01.2020	19:30:00	19:00:00	0	0	0	0	-58.85	97.26	10.3	971.9	79.8	5.3	250	15.7
04.01.2020	20:30:00	20:00:00	0	0	0	0	-71.25	112.66	10.2	972.2	79.8	5.1	249	15.6
04.01.2020	21:30:00	21:00:00	0	0	0	0	-80.4	159.44	10.1	972	79.9	4.7	245	15.3
04.01.2020	22:30:00	22:00:00	0	0	0	0	-76.84	-129.45	10	971.5	78.9	4.8	238	14.8
04.01.2020	23:30:00	23:00:00	0	0	0	0	-65.29	-103.61	10.2	971.7	76	5.1	235	14.9
05.01.2020	0:30:00	0:00:00	0	0	0	0	-52.65	-92.84	10	971.9	74	5.2	239	15.1
05.01.2020	1:30:00	1:00:00	0	0	0	0	-39.82	-85.23	9.9	972	71.7	5.1	243	15.1
05.01.2020	2:30:00	2:00:00	0	0	0	0	-27.12	-78.63	9.6	972	68.2	5	244	14.8
05.01.2020	3:30:00	3:00:00	0	0	0	0	-14.71	-72.08	9.4	972.1	65.7	4.8	242	14.3
05.01.2020	4:30:00	4:00:00	3	0	3	2	-2.2	-65.01	9.1	972.5	64.4	4.3	237	13.8
05.01.2020	5:30:00	5:00:00	120	455	47	1	8.62	-56.9	9.3	973	61.6	3.9	229	13.4
05.01.2020	6:30:00	6:00:00	305	704	79	1	18.69	-47.19	10.2	973.3	58.3	4	222	12.9
05.01.2020	7:30:00	7:00:00	466	809	98	1	27.15	-35.3	11	973.5	53.7	4.9	223	12.4
05.01.2020	8:30:00	8:00:00	580	862	108	1	33.21	-20.92	12.2	973.3	49.9	5.4	227	12
05.01.2020	9:30:00	9:00:00	631	884	112	1	36.04	-4.48	13.3	972.5	46.9	5.8	231	11.4
05.01.2020	10:30:00	10:00:00	615	877	110	1	35.14	12.46	14.4	971.6	41.5	6.3	235	10.7
05.01.2020	11:30:00	11:00:00	527	828	103	1	30.69	28.05	14.6	971	41.3	6.3	239	10.3
05.01.2020	12:30:00	12:00:00	382	733	90	1	23.38	41.25	14.7	971.2	41.4	6.1	244	10
05.01.2020	13:30:00	13:00:00	214	602	64	1	14.06	52.04	14.5	971.5	41.9	5.6	248	9.9
05.01.2020	14:30:00	14:00:00	43	186	22	2	3.64	60.91	13.6	971.5	44.1	4.5	247	9.8
05.01.2020	15:30:00	15:00:00	0	0	0	0	-8.08	68.46	12.4	971.7	48.7	3.3	237	9.6
05.01.2020	16:30:00	16:00:00	0	0	0	0	-20.55	75.22	10.9	972	53.4	2.8	225	9.4
05.01.2020	17:30:00	17:00:00	0	0	0	0	-33.12	81.71	9.6	972.3	56.8	2.9	218	9.2
05.01.2020	18:30:00	18:00:00	0	0	0	0	-45.91	88.63	9	972.6	57.3	3	214	9
05.01.2020	19:30:00	19:00:00	0	0	0	0	-58.72	97.37	8.3	972.7	58.3	3	211	8.8
05.01.2020	20:30:00	20:00:00	0	0	0	0	-71.11	112.78	7.9	972.5	60.3	2.9	205	8.5
05.01.2020	21:30:00	21:00:00	0	0	0	0	-80.28	159.07	7	972.6	63.6	2.8	204	8.7
05.01.2020	22:30:00	22:00:00	0	0	0	0	-76.83	-130.1	6	972.4	66.6	2.9	206	9.3
05.01.2020	23:30:00	23:00:00	0	0	0	0	-65.34	-103.95	5.8	972.4	68.7	2.8	200	9
06.01.2020	0:30:00	0:00:00	0	0	0	0	-52.7	-93.07	5.7	972.4	69.4	2.7	196	8.5
06.01.2020	1:30:00	1:00:00	0	0	0	0	-39.87	-85.42	5.7	971.9	68.4	2.6	191	8.1
06.01.2020	2:30:00	2:00:00	0	0	0	0	-27.16	-78.79	5.6	971.5	67.2	2.5	186	7.9
06.01.2020	3:30:00	3:00:00	0	0	0	0	-14.74	-72.23	5.5	971.3	66.9	2.3	181	7.9
06.01.2020	4:30:00	4:00:00	3	0	3	2	-2.22	-65.16	5.9	971.6	65.2	2.1	181	8.1
06.01.2020	5:30:00	5:00:00	121	482	44	1	8.61	-57.05	7	972.3	58.8	2	182	8.3
06.01.2020	6:30:00	6:00:00	308	729	74	1	18.7	-47.35	8.4	973	50.7	2.1	180	8.4
06.01.2020	7:30:00	7:00:00	469	829	91	1	27.19	-35.47	10.8	973.2	45.4	2.6	182	8.4
06.01.2020	8:30:00	8:00:00	576	866	101	1	33.28	-21.07	13.4	972.9	41.3	3.3	186	8.4
06.01.2020	9:30:00	9:00:00	613	855	109	1	36.14	-4.61	14.1	972	41.9	3.6	195	9.1
06.01.2020	10:30:00	10:00:00	596	845	108	1	35.27	12.37	15.1	971.2	40.8	3.8	203	10.1
06.01.2020	11:30:00	11:00:00	514	802	102	1	30.83	28.01	15.6	970.7	41.1	3.8	200	10
06.01.2020	12:30:00	12:00:00	380	733	86	1	23.53	41.24	16	970.4	40.8	3.7	197	10
06.01.2020	13:30:00	13:00:00	215	617	61	1	14.21	52.05	16.3	970.2	39.4	3.3	192	10
06.01.2020	14:30:00	14:00:00	45	207	21	1	3.77	60.95	15.3	970.2	40.4	2.3	182	10
06.01.2020	15:30:00	15:00:00	0	0	0	0	-7.91	68.51	13.3	970.2	47.5	1.4	155	9.9
06.01.2020	16:30:00	16:00:00	0	0	0	0	-20.42	75.28	12	970.3	54.1	1.4	136	9.9
06.01.2020	17:30:00	17:00:00	0	0	0	0	-32.99	81.79	11	970.6	58.3	1.5	139	9.9
06.01.2020	18:30:00	18:00:00	0	0	0	0	-45.77	88.73	10.8	970.8	58.3	1.5	150	9.8
06.01.2020	19:30:00	19:00:00	0	0	0	0	-58.58	97.5	10	970.8	59.3	1.7	166	9.7
06.01.2020	20:30:00	20:00:00	0	0	0	0	-70.97	112.91	8.9	970.9	61.3	2	180	9.5
06.01.2020	21:30:00	21:00:00	0	0	0	0	-80.15	158.73	8.3	971	61	2.5	189	9.6
06.01.2020	22:30:00	22:00:00	0	0	0	0	-76.82	-130.77	7.8	970.9	64.4	2.9	192	10
06.01.2020	23:30:00	23:00:00	0	0	0	0	-65.38	-104.3	7.7	970.9	66	3.2	191	10
07.01.2020	0:30:00	0:00:00	0	0	0	0	-52.74	-93.32	7.9	970.9	64.1	3.5	196	9.9
07.01.2020	1:30:00	1:00:00	0	0	0	0	-39.91	-85.61	7.8	970.7	61.7	3.8	200	9.6
07.01.2020	2:30:00	2:00:00	0	0	0	0	-27.2	-78.96	7.8	970.4	60.9	3.9	199	9.3
07.01.2020	3:30:00	3:00:00	0	0	0	0	-14.77	-72.39	8	970.3	61.1	3.8	196	9.1
07.01.2020	4:30:00	4:00:00	2	0	2	2	-2.24	-65.31	8.1	970.4	61.3	3.7	194	9
07.01.2020	5:30:00	5:00:00	102	238	64	1	8.62	-57.21	8.7	970.8	59.3	3.7	195	9.1
07.01.2020	6:30:00	6:00:00	265	407	134	1	18.72	-47.51	10.1	971.2	55.7	3.9	196	9.2
07.01.2020	7:30:00	7:00:00	410	494	184	1	27.24	-35.63	12.3	971.3	50	4.6	200	9.5
07.01.2020	8:30:00	8:00:00	515	556	210	1	33.36	-21.23	14.7	970.9	42.4	5.7	208	9.8
07.01.2020	9:30:00	9:00:00	573	546	250	1	36.26	-4.74	15.5	970.1	38.5	6.5	216	10.7
07.01.2020	10:30:00	10:00:00	405	186	298	1	35.41	12.29	16.2	969.2	34.9	7.1	221	12
07.01.2020	11:30:00	11:00:00	82	1	81	1	30.98	27.97	16.1	968.8	35.7	7.8	230	12.1
07.01.2020	12:30:00	12:00:00	72	0	72	1	23.68	41.24	15.4	968.5	38.9	7.9	238	12.3
07.01.2020	13:30:00	13:00:00	72	1	72	1	14.36	52.07	14.8	968.5	41.5	7.6	244	12.2
07.01.2020	14:30:00	14:00:00	29	34	24	1	3.9	60.99	14.1	968.9	44.5	6.8	252	11.9
07.01.2020	15:30:00	15:00:00	0	0	0	0	-7.74	68.57	13.7	969.4	44.8	6.4	255	11.5
07.01.2020	16:30:00	16:00:00	0	0	0	0	-20.28	75.35	13.1	969.8	44.7	6.2	253	11
07.01.2020	17:30:00	17:00:00	0	0	0	0	-32.85	81.88	12	970.2	46.3	5.9	250	10.3
07.01.2020	18:30:00	18:00:00	0	0	0	0	-45.64	88.83	11.7	970.5	44.8	5.7	245	9.3
07.01.2020	19:30:00	19:00:00	0	0	0	0	-58.44	97.64	10.8	970.6	45.3	5.3	241	8.5
07.01.2020	20:30:00	20:00:00	0	0	0	0	-70.82	113.07	10	970.5	48	5.1	241	8.3
07.01.2020	21:30:00	21:00:00	0	0	0	0	-80.01	158.42	9.2	970.5	51	5.2	241	8.3
07.01.2020	22:30:00	22:00:00	0	0	0	0	-76.8	-131.45	8.5	970.6	53.5	5.6	239	8.4
07.01.2020	23:30:00	23:00:00	0	0	0	0	-65.41	-104.67	8.3	970.7	55.2	5.7	233	8.7
08.01.2020	0:30:00	0:00:00	0	0	0	0	-52.78	-93.58	8.1	970.5	57.2	5.7	229	9
08.01.2020	1:30:00	1:00:00	0	0	0	0	-39.95	-85.81	7.8	970.3	59.4	5.6	224	9.3
08.01.2020	2:30:00	2:00:00	0	0	0	0	-27.23	-79.14	7.5	969.8	62.4	5.6	220	9.6
08.01.2020	3:30:00	3:00:00	0	0	0	0	-14.79	-72.55	7.3	969.6	65	5.7	218	9.9
08.01.2020	4:30:00	4:00:00	2	0	2	2	-2.25	-65.47	7.4	969.8	65	5.9	216	10.2
08.01.2020	5:30:00	5:00:00	100	174	71	1	8.62	-57.37	8.1	970.1	63.3	5.8	215	10.5
08.01.2020	6:30:00	6:00:00	257	356	143	1	18.75	-47.67	8.6	970.6	62.4	6.3	213	10.5
08.01.2020	7:30:00	7:00:00	392	422	198	1	27.3	-35.8	9.8	970.7	59.5	7.9	216	10.6
08.01.2020	8:30:00	8:00:00	492	467	234	1	33.45	-21.39	11.1	970.4	55.6	8.6	222	10.9
08.01.2020	9:30:00	9:00:00	504	388	273	1	36.38	-4.87	12.2	969.6	51.9	9.5	230	11.4
08.01.2020	10:30:00	10:00:00	489	362	277	1	35.55	12.2	13.5	968.9	47.5	10.5	238	12
08.01.2020	11:30:00	11:00:00	222	35	202	1	31.14	27.93	13.9	968.3	46.2	10.4	241	12.6
08.01.2020	12:30:00	12:00:00	186	90	150	1	23.84	41.24	13.7	968.1	46.5	10.5	245	13.3
08.01.2020	13:30:00	13:00:00	68	1	68	1	14.52	52.1	13.3	968.4	48.4	10.1	250	13.8
08.01.2020	14:30:00	14:00:00	39	73	30	1	4.04	61.04	13.3	968.7	48.8	8.9	252	13.9
08.01.2020	15:30:00	15:00:00	0	0	0	0	-7.57	68.63	13.4	969.1	47.1	8	251	13.8
08.01.2020	16:30:00	16:00:00	0	0	0	0	-20.13	75.43	13	969.5	50	7.2	249	14
08.01.2020	17:30:00	17:00:00	0	0	0	0	-32.71	81.97	12	970	57.9	6.6	250	14.5
08.01.2020	18:30:00	18:00:00	0	0	0	0	-45.5	88.95	11.3	970.2	64.3	6.4	249	14.8
08.01.2020	19:30:00	19:00:00	0	0	0	0	-58.31	97.79	10.9	970.3	65.8	6.3	246	14.8
08.01.2020	20:30:00	20:00:00	0	0	0	0	-70.67	113.24	11.3	970.2	62.6	6.4	244	14.7
08.01.2020	21:30:00	21:00:00	0	0	0	0	-79.87	158.14	10.8	970.1	64.3	6.8	246	15
08.01.2020	22:30:00	22:00:00	0	0	0	0	-76.78	-132.15	10.4	970.2	69	7.2	251	15.9
08.01.2020	23:30:00	23:00:00	0	0	0	0	-65.44	-105.06	10.6	970.4	68.2	6.9	249	16
09.01.2020	0:30:00	0:00:00	0	0	0	0	-52.81	-93.85	10.5	970	68	6.6	243	15.5
09.01.2020	1:30:00	1:00:00	0	0	0	0	-39.99	-86.03	10.3	969.5	68.8	6.2	239	15
09.01.2020	2:30:00	2:00:00	0	0	0	0	-27.26	-79.32	10	969	70.4	5.6	238	14.7
09.01.2020	3:30:00	3:00:00	0	0	0	0	-14.81	-72.72	9.6	969.2	72.3	5	238	14.5
09.01.2020	4:30:00	4:00:00	2	0	2	2	-2.26	-65.64	9.5	969.3	72.9	4.7	236	14.3
09.01.2020	5:30:00	5:00:00	91	126	69	1	8.63	-57.54	9.8	969.7	71.2	4.8	232	14.3
09.01.2020	6:30:00	6:00:00	186	122	145	1	18.79	-47.84	9.9	970.1	69.8	5.3	233	14.3
09.01.2020	7:30:00	7:00:00	399	460	183	1	27.36	-35.97	9.8	970.4	70.5	6.7	238	14.3
09.01.2020	8:30:00	8:00:00	507	522	223	1	33.55	-21.55	10	970.2	68.5	7.8	246	14.1
09.01.2020	9:30:00	9:00:00	294	117	224	1	36.5	-5	10.5	969.4	63.7	7.1	245	13.5
09.01.2020	10:30:00	10:00:00	271	80	225	1	35.7	12.12	11.2	968.7	57.4	5.7	239	13.3
09.01.2020	11:30:00	11:00:00	180	29	165	1	31.3	27.9	11.8	968.4	54.6	6.4	244	13.6
09.01.2020	12:30:00	12:00:00	288	246	192	1	24.01	41.25	12	968.3	52.7	6.7	251	13.6
09.01.2020	13:30:00	13:00:00	188	268	113	1	14.68	52.14	11.8	968.3	53	6.4	254	13.5
09.01.2020	14:30:00	14:00:00	27	14	25	1	4.18	61.09	11.3	968.3	55.2	5.7	257	13.4
09.01.2020	15:30:00	15:00:00	0	0	0	0	-7.39	68.7	10.9	968.6	56.8	5	260	13.3
09.01.2020	16:30:00	16:00:00	0	0	0	0	-19.99	75.52	10.7	968.7	56.9	4.8	256	13.1
09.01.2020	17:30:00	17:00:00	0	0	0	0	-32.57	82.07	10.6	969	57.6	4.6	251	13.3
09.01.2020	18:30:00	18:00:00	0	0	0	0	-45.36	89.08	10.6	969.1	57.7	4.6	247	14
09.01.2020	19:30:00	19:00:00	0	0	0	0	-58.17	97.96	10.3	969.1	60.4	4.6	241	14.8
09.01.2020	20:30:00	20:00:00	0	0	0	0	-70.52	113.44	9.6	969	69.2	4.7	236	15.2
09.01.2020	21:30:00	21:00:00	0	0	0	0	-79.71	157.88	9.1	968.8	77.1	4.6	236	15.1
09.01.2020	22:30:00	22:00:00	0	0	0	0	-76.74	-132.86	9.2	968.7	77.9	4.4	241	14.7
09.01.2020	23:30:00	23:00:00	0	0	0	0	-65.46	-105.46	8.9	968.7	81.4	4.6	246	14.3
10.01.2020	0:30:00	0:00:00	0	0	0	0	-52.84	-94.12	8.6	968.5	83.7	4.9	250	13.9
10.01.2020	1:30:00	1:00:00	0	0	0	0	-40.02	-86.24	8.5	968.3	84.8	4.9	252	13.7
10.01.2020	2:30:00	2:00:00	0	0	0	0	-27.29	-79.51	8.2	968.1	85.5	4.8	253	13.4
10.01.2020	3:30:00	3:00:00	0	0	0	0	-14.83	-72.9	8.1	968.5	85.1	4.5	250	13.1
