Date	Time-DEL	Time	GHI	DNI	DIF	flagR	SE	SA	TEMP	AP	RH	WS	WD	PWAT
19.03.2020	14:30:00	14:00:00	246	500	100	1	16.67	79.23	13.8	969.2	59.2	6.7	280	13.6
19.03.2020	15:30:00	15:00:00	46	145	27	1	4.21	87.31	12.8	969.4	64.5	5.4	291	13.6
19.03.2020	16:30:00	16:00:00	0	0	0	0	-8.78	95.12	12.1	969.5	69.3	4.8	294	13.3
19.03.2020	17:30:00	17:00:00	0	0	0	0	-21.65	103.49	11.3	970	70.6	4.6	290	12.9
19.03.2020	18:30:00	18:00:00	0	0	0	0	-33.82	113.46	11.1	970.4	68.6	4.8	283	12.5
19.03.2020	19:30:00	19:00:00	0	0	0	0	-44.93	126.61	11	970.6	67.9	5	276	12
19.03.2020	20:30:00	20:00:00	0	0	0	0	-53.88	145.28	10.4	970.8	70.3	4.9	267	11.2
19.03.2020	21:30:00	21:00:00	0	0	0	0	-58.69	170.99	9.8	970.5	73.1	4.9	261	10.7
19.03.2020	22:30:00	22:00:00	0	0	0	0	-57.53	-160.68	9.6	970.2	73.9	4.8	257	10.6
19.03.2020	23:30:00	23:00:00	0	0	0	0	-50.9	-137.5	9.6	969.9	72.7	4.7	249	10.8
20.03.2020	0:30:00	0:00:00	0	0	0	0	-40.63	-121.51	9.6	969.5	70.5	4.7	242	11
20.03.2020	1:30:00	1:00:00	0	0	0	0	-29.07	-109.79	9.2	969.4	69.5	4.7	236	11
20.03.2020	2:30:00	2:00:00	0	0	0	0	-16.69	-100.55	9.1	969.1	68.5	4.7	231	10.7
20.03.2020	3:30:00	3:00:00	1	0	1	2	-3.4	-92.48	9.3	969.2	69	4.5	230	10.5
20.03.2020	4:30:00	4:00:00	114	300	61	1	9.03	-84.67	9.2	969.4	69.8	4.3	228	10.4
20.03.2020	5:30:00	5:00:00	254	245	169	1	21.62	-76.28	9.5	969.7	68.6	4.4	227	10.4
20.03.2020	6:30:00	6:00:00	468	450	215	1	33.76	-66.29	9.9	969.9	68.7	5.2	231	10.5
20.03.2020	7:30:00	7:00:00	683	664	218	1	44.84	-53.12	10.8	969.8	63.8	5.8	238	10.7
20.03.2020	8:30:00	8:00:00	383	118	291	1	53.75	-34.44	11.5	969.6	58.4	6.3	243	10.9
20.03.2020	9:30:00	9:00:00	330	121	226	1	58.51	-8.81	11.6	969.4	56.7	6.3	242	10.9
20.03.2020	10:30:00	10:00:00	200	15	188	1	57.32	19.36	12	968.9	56.7	6.4	243	11.1
20.03.2020	11:30:00	11:00:00	640	401	326	1	50.7	42.42	11.9	968.2	59.6	6.6	248	11.6
20.03.2020	12:30:00	12:00:00	186	5	183	1	40.77	58.68	11.8	967.8	62.1	6.8	252	12.2
20.03.2020	13:30:00	13:00:00	134	70	101	1	29.19	70.4	11.7	967.4	63.4	6.8	256	13
20.03.2020	14:30:00	14:00:00	176	174	126	1	16.82	79.62	11.3	967.2	67.3	5.8	262	13.8
20.03.2020	15:30:00	15:00:00	28	40	24	1	4.33	87.69	10.9	967.1	73.3	4.3	263	14.5
20.03.2020	16:30:00	16:00:00	0	0	0	0	-8.61	95.5	10.4	967.2	78.2	3.6	258	15.4
20.03.2020	17:30:00	17:00:00	0	0	0	0	-21.5	103.89	9.7	967.4	81	3.6	252	15.8
20.03.2020	18:30:00	18:00:00	0	0	0	0	-33.63	113.89	9.5	967.5	82.2	4	249	15.9
20.03.2020	19:30:00	19:00:00	0	0	0	0	-44.69	127.07	9.4	967.6	83.2	4.7	255	15.6
20.03.2020	20:30:00	20:00:00	0	0	0	0	-53.57	145.72	9.1	967.5	84.1	5.4	260	15
20.03.2020	21:30:00	21:00:00	0	0	0	0	-58.31	171.23	8.5	967.1	84.9	5.7	263	14.2
20.03.2020	22:30:00	22:00:00	0	0	0	0	-57.13	-160.74	8.1	967	87.4	6	264	13
20.03.2020	23:30:00	23:00:00	0	0	0	0	-50.53	-137.76	8	967.1	87.6	6	270	12.3
21.03.2020	0:30:00	0:00:00	0	0	0	0	-40.31	-121.81	7.8	967.2	86.6	5.5	277	11.8
21.03.2020	1:30:00	1:00:00	0	0	0	0	-28.77	-110.1	7.3	967.2	87	4.4	269	11.8
21.03.2020	2:30:00	2:00:00	0	0	0	0	-16.41	-100.85	6.9	967.2	89	4	258	12.4
21.03.2020	3:30:00	3:00:00	2	0	2	2	-3.14	-92.78	6.8	967.4	90.5	3.6	252	12.6
21.03.2020	4:30:00	4:00:00	120	261	72	1	9.3	-84.97	7.1	967.6	89.9	3.2	247	12.5
21.03.2020	5:30:00	5:00:00	179	252	100	1	21.9	-76.59	7.9	968.1	86.5	3.3	246	12.5
21.03.2020	6:30:00	6:00:00	195	14	187	1	34.06	-66.61	8.3	968.4	84.6	3.8	252	12.5
21.03.2020	7:30:00	7:00:00	533	376	265	1	45.18	-53.43	9.1	968.5	80.5	4.5	261	12.5
21.03.2020	8:30:00	8:00:00	499	229	320	1	54.13	-34.65	10.1	968.4	78.7	5.2	269	12.4
21.03.2020	9:30:00	9:00:00	255	76	190	1	58.91	-8.76	10.8	968.4	77.8	5.7	276	12.5
21.03.2020	10:30:00	10:00:00	766	619	246	1	57.67	19.7	11	968.3	75	5.8	279	12.5
21.03.2020	11:30:00	11:00:00	360	187	209	1	50.97	42.88	11.3	967.9	74	6.2	284	12.4
21.03.2020	12:30:00	12:00:00	146	26	131	1	40.98	59.14	10.9	967.9	72.6	6.5	293	12.4
21.03.2020	13:30:00	13:00:00	410	494	176	1	29.36	70.82	10.9	968.1	69.6	6.2	299	12.4
21.03.2020	14:30:00	14:00:00	249	505	92	1	16.96	80.02	11	968.4	68.9	5.5	301	11.8
21.03.2020	15:30:00	15:00:00	59	304	26	1	4.46	88.07	10.7	969	71.1	4.4	303	11.4
21.03.2020	16:30:00	16:00:00	0	0	0	0	-8.45	95.88	10.2	969.5	75.7	3.3	301	11.1
21.03.2020	17:30:00	17:00:00	0	0	0	0	-21.34	104.29	9.8	970	80.8	2.3	297	10.8
21.03.2020	18:30:00	18:00:00	0	0	0	0	-33.45	114.32	9.2	970.6	82.5	1.7	282	10.8
21.03.2020	19:30:00	19:00:00	0	0	0	0	-44.46	127.52	8.3	971	84.5	1.4	256	10.6
21.03.2020	20:30:00	20:00:00	0	0	0	0	-53.26	146.15	7.6	971	85.9	1.5	233	10.2
21.03.2020	21:30:00	21:00:00	0	0	0	0	-57.94	171.47	7.1	971	86.7	1.6	229	9.8
21.03.2020	22:30:00	22:00:00	0	0	0	0	-56.73	-160.81	6.8	971.2	88	1.7	235	9.5
21.03.2020	23:30:00	23:00:00	0	0	0	0	-50.16	-138.02	6.9	971.4	87.4	1.9	237	9.3
22.03.2020	0:30:00	0:00:00	0	0	0	0	-39.98	-122.12	6.9	971.5	87.3	2	239	9.2
22.03.2020	1:30:00	1:00:00	0	0	0	0	-28.47	-110.4	6.8	971.5	88.3	2	239	9.1
22.03.2020	2:30:00	2:00:00	0	0	0	0	-16.13	-101.16	7	971.7	88.6	2	236	9.2
22.03.2020	3:30:00	3:00:00	3	0	3	2	-2.89	-93.08	7.1	972	87.7	1.9	229	9.1
22.03.2020	4:30:00	4:00:00	136	480	50	1	9.57	-85.27	8	972.6	85.4	1.9	219	8.9
22.03.2020	5:30:00	5:00:00	371	740	90	1	22.18	-76.9	9.6	973.1	81.2	1.8	211	8.7
22.03.2020	6:30:00	6:00:00	598	853	117	1	34.37	-66.93	10.7	973.5	78.8	1.7	206	8.3
22.03.2020	7:30:00	7:00:00	782	903	140	1	45.52	-53.73	11.9	973.6	73.1	1.1	211	8.1
22.03.2020	8:30:00	8:00:00	879	881	161	1	54.51	-34.86	13	973.8	65	0.5	261	8.1
22.03.2020	9:30:00	9:00:00	981	959	157	1	59.31	-8.71	14	973.6	60.4	0.6	341	8.4
22.03.2020	10:30:00	10:00:00	971	952	163	1	58.03	20.05	15.5	973.2	55.5	1	356	8.7
22.03.2020	11:30:00	11:00:00	854	916	140	1	51.25	43.34	15.7	972.7	54.6	1.3	334	9
22.03.2020	12:30:00	12:00:00	691	847	133	1	41.19	59.59	15.7	972.3	54.1	1.5	324	9.2
22.03.2020	13:30:00	13:00:00	480	746	109	1	29.53	71.24	15.7	971.9	54.3	1.4	330	9.1
22.03.2020	14:30:00	14:00:00	233	345	122	1	17.11	80.41	15.5	971.7	55.1	1.1	340	8.9
22.03.2020	15:30:00	15:00:00	54	193	32	1	4.58	88.45	15	971.7	58.2	0.8	358	8.7
22.03.2020	16:30:00	16:00:00	0	0	0	0	-8.28	96.27	14	971.7	64.3	1	32	8.5
22.03.2020	17:30:00	17:00:00	0	0	0	0	-21.19	104.69	12.9	971.8	70.8	1.5	77	8.2
22.03.2020	18:30:00	18:00:00	0	0	0	0	-33.26	114.75	12.2	971.7	72.7	1.8	107	7.9
22.03.2020	19:30:00	19:00:00	0	0	0	0	-44.22	127.98	11	971.5	75	1.7	123	7.6
22.03.2020	20:30:00	20:00:00	0	0	0	0	-52.95	146.57	9.7	971.4	79.9	1.5	129	7.3
22.03.2020	21:30:00	21:00:00	0	0	0	0	-57.56	171.71	8.8	971.3	82.6	1.3	123	7
22.03.2020	22:30:00	22:00:00	0	0	0	0	-56.33	-160.87	7.9	971.1	83.8	1.4	115	6.9
22.03.2020	23:30:00	23:00:00	0	0	0	0	-49.8	-138.26	7.9	970.7	82.7	1.8	122	6.9
23.03.2020	0:30:00	0:00:00	0	0	0	0	-39.65	-122.42	8.1	970.2	80.7	2	121	7.2
23.03.2020	1:30:00	1:00:00	0	0	0	0	-28.17	-110.71	8.1	970.1	80.3	1.8	119	7.8
23.03.2020	2:30:00	2:00:00	0	0	0	0	-15.85	-101.46	8.4	970.3	79.9	1.6	118	8.7
23.03.2020	3:30:00	3:00:00	0	0	0	2	-2.63	-93.38	8.8	970.5	79.8	1.6	120	9.6
23.03.2020	4:30:00	4:00:00	103	180	67	1	9.84	-85.57	9.6	970.7	78.7	1.7	123	10.8
23.03.2020	5:30:00	5:00:00	292	298	179	1	22.47	-77.21	11.4	970.8	75	2.2	123	12.1
23.03.2020	6:30:00	6:00:00	520	515	228	1	34.67	-67.25	12.5	970.5	71.5	3.3	126	13.6
23.03.2020	7:30:00	7:00:00	688	570	279	1	45.86	-54.04	14.4	970.2	61.9	4.4	131	14.4
23.03.2020	8:30:00	8:00:00	843	710	262	1	54.89	-35.07	16.8	969.7	52.3	4.7	133	15.2
23.03.2020	9:30:00	9:00:00	910	759	255	1	59.71	-8.66	18.5	968.6	44.8	4.8	132	15.9
23.03.2020	10:30:00	10:00:00	900	758	254	1	58.38	20.41	20.6	967.6	38.7	4.7	133	15.8
23.03.2020	11:30:00	11:00:00	831	730	260	1	51.52	43.82	21.4	966.8	36.7	4.8	138	15.9
23.03.2020	12:30:00	12:00:00	661	655	226	1	41.4	60.05	22.3	966.1	33.9	5	143	15.8
23.03.2020	13:30:00	13:00:00	452	519	192	1	29.69	71.66	22.8	965.5	33	4.8	145	16.1
23.03.2020	14:30:00	14:00:00	216	277	130	1	17.25	80.8	22.2	965.1	36.5	4.3	144	16.8
23.03.2020	15:30:00	15:00:00	43	51	35	1	4.7	88.83	20.9	964.8	42.3	4	143	16.9
23.03.2020	16:30:00	16:00:00	0	0	0	0	-8.12	96.65	19.4	964.8	48.5	3.8	153	15.8
23.03.2020	17:30:00	17:00:00	0	0	0	0	-21.03	105.09	18.6	965.2	51.1	3.7	165	14.6
23.03.2020	18:30:00	18:00:00	0	0	0	0	-33.07	115.17	18.5	965.3	52	3.8	170	13.9
23.03.2020	19:30:00	19:00:00	0	0	0	0	-43.98	128.43	17.9	965.3	52.4	4	173	13.9
23.03.2020	20:30:00	20:00:00	0	0	0	0	-52.64	146.99	17.5	965	51.5	4.3	175	14.2
23.03.2020	21:30:00	21:00:00	0	0	0	0	-57.18	171.94	17.1	964.8	51.2	3.9	181	14.5
23.03.2020	22:30:00	22:00:00	0	0	0	0	-55.94	-160.93	16.6	964.6	52.7	3.2	192	14.6
23.03.2020	23:30:00	23:00:00	0	0	0	0	-49.43	-138.51	16.2	964.4	54.7	3.1	198	15
24.03.2020	0:30:00	0:00:00	0	0	0	0	-39.32	-122.72	15.7	964.6	56.6	3	203	15.2
24.03.2020	1:30:00	1:00:00	0	0	0	0	-27.87	-111.01	15	964.5	59.5	2.9	207	15
24.03.2020	2:30:00	2:00:00	0	0	0	0	-15.57	-101.75	14.1	964.4	62.7	2.9	209	14.4
24.03.2020	3:30:00	3:00:00	3	0	3	2	-2.36	-93.67	14	964.5	62.6	3	214	13.5
24.03.2020	4:30:00	4:00:00	111	170	77	1	10.11	-85.87	14.4	964.7	60.5	3	217	12.4
24.03.2020	5:30:00	5:00:00	319	400	162	1	22.75	-77.52	16.1	965	56.7	2.9	221	11.6
24.03.2020	6:30:00	6:00:00	529	539	220	1	34.98	-67.57	17.9	965.3	52.4	3.2	228	11.2
24.03.2020	7:30:00	7:00:00	697	597	267	1	46.2	-54.35	19.4	965.6	46.5	4	239	11.2
24.03.2020	8:30:00	8:00:00	843	710	260	1	55.27	-35.29	20.8	965.6	42.2	4.7	249	11.4
24.03.2020	9:30:00	9:00:00	900	730	267	1	60.1	-8.6	21.2	965.5	42.1	5.2	257	11.5
24.03.2020	10:30:00	10:00:00	899	760	250	1	58.73	20.78	21.7	965.2	41	5.5	263	11.4
24.03.2020	11:30:00	11:00:00	828	757	233	1	51.79	44.3	22	965	41.1	5.9	270	11.6
24.03.2020	12:30:00	12:00:00	671	678	219	1	41.6	60.51	21.5	964.9	43.1	6.1	280	11.8
24.03.2020	13:30:00	13:00:00	420	327	252	1	29.86	72.08	20.4	964.9	48.6	5.8	292	11.7
24.03.2020	14:30:00	14:00:00	229	327	130	1	17.4	81.2	19	965	57	5.1	304	11.3
24.03.2020	15:30:00	15:00:00	43	52	35	1	4.83	89.21	17.8	965.2	64.6	4.1	313	10.8
24.03.2020	16:30:00	16:00:00	0	0	0	0	-7.95	97.03	16.4	965.4	75.2	3.2	318	10.5
24.03.2020	17:30:00	17:00:00	0	0	0	0	-20.87	105.49	14.9	966	84.6	2.3	315	10.4
24.03.2020	18:30:00	18:00:00	0	0	0	0	-32.88	115.6	14.4	966.5	85.8	1.6	294	10.5
24.03.2020	19:30:00	19:00:00	0	0	0	0	-43.74	128.87	13.7	966.8	87.4	1.6	262	10.4
24.03.2020	20:30:00	20:00:00	0	0	0	0	-52.33	147.4	12.9	966.9	88.8	1.8	249	10.2
24.03.2020	21:30:00	21:00:00	0	0	0	0	-56.8	172.17	12.1	966.8	91	2	253	10
24.03.2020	22:30:00	22:00:00	0	0	0	0	-55.54	-160.99	11.6	966.8	93.9	2.2	265	10.1
24.03.2020	23:30:00	23:00:00	0	0	0	0	-49.06	-138.75	11.5	966.7	93.6	2.4	278	10.1
25.03.2020	0:30:00	0:00:00	0	0	0	0	-38.99	-123.01	11.6	966.6	93.8	2.4	286	10.3
25.03.2020	1:30:00	1:00:00	0	0	0	0	-27.58	-111.32	11.6	966.6	93.4	2.3	291	10.5
25.03.2020	2:30:00	2:00:00	0	0	0	0	-15.29	-102.05	11.5	966.7	93	2.1	292	10.6
25.03.2020	3:30:00	3:00:00	5	4	4	2	-2.07	-93.97	11.7	967	92.3	1.7	289	10.7
25.03.2020	4:30:00	4:00:00	97	120	77	1	10.38	-86.17	11.9	967.4	91	1.7	291	10.6
25.03.2020	5:30:00	5:00:00	279	266	168	1	23.03	-77.83	13	967.8	85.9	2.2	300	10.6
25.03.2020	6:30:00	6:00:00	431	322	253	1	35.28	-67.89	14	968.3	79.7	2.4	305	10.6
25.03.2020	7:30:00	7:00:00	514	250	328	1	46.53	-54.66	14.9	968.5	71	2.1	313	10.6
25.03.2020	8:30:00	8:00:00	732	470	343	1	55.65	-35.5	16.2	968.5	60.9	1.9	323	10.8
25.03.2020	9:30:00	9:00:00	896	755	238	1	60.5	-8.54	17.3	968.5	57.1	1.8	324	10.9
25.03.2020	10:30:00	10:00:00	922	872	174	1	59.08	21.15	18.5	968.1	53.4	1.9	319	10.9
25.03.2020	11:30:00	11:00:00	851	876	160	1	52.05	44.78	19	967.8	52.1	2.6	319	11.2
25.03.2020	12:30:00	12:00:00	699	825	148	1	41.81	60.98	19.3	967.6	51.5	3	324	11.4
25.03.2020	13:30:00	13:00:00	497	734	127	1	30.02	72.5	19.3	967.3	52.2	3	328	11.4
25.03.2020	14:30:00	14:00:00	265	562	91	1	17.54	81.59	18.8	967.4	55.9	3.2	325	11.1
25.03.2020	15:30:00	15:00:00	61	230	33	1	4.95	89.59	17.8	967.8	63.1	3.4	318	11
25.03.2020	16:30:00	16:00:00	0	0	0	0	-7.79	97.41	16.3	967.7	72.9	3.4	317	10.8
25.03.2020	17:30:00	17:00:00	0	0	0	0	-20.72	105.88	14.7	968.2	80.8	3.2	320	10.6
25.03.2020	18:30:00	18:00:00	0	0	0	0	-32.69	116.02	13.6	968.7	85.1	2.6	322	10.4
25.03.2020	19:30:00	19:00:00	0	0	0	0	-43.5	129.31	12.5	969	88.7	1.9	328	10
25.03.2020	20:30:00	20:00:00	0	0	0	0	-52.02	147.81	11.7	968.8	92.2	1.3	344	9.3
25.03.2020	21:30:00	21:00:00	0	0	0	0	-56.42	172.39	11.3	968.3	92.5	0.5	9	9
25.03.2020	22:30:00	22:00:00	0	0	0	0	-55.14	-161.04	10.7	967.9	92.3	0.1	136	9.2
25.03.2020	23:30:00	23:00:00	0	0	0	0	-48.69	-138.98	10.5	967.4	89.5	0.2	117	9
26.03.2020	0:30:00	0:00:00	0	0	0	0	-38.66	-123.3	10.2	967	86.8	0.5	137	9
26.03.2020	1:30:00	1:00:00	0	0	0	0	-27.28	-111.61	9.9	966.9	86.7	0.7	135	9.1
26.03.2020	2:30:00	2:00:00	0	0	0	0	-15.01	-102.35	10.1	966.5	85.6	1.2	104	9.3
26.03.2020	3:30:00	3:00:00	3	0	3	2	-1.78	-94.26	10.7	966.3	82.4	1.4	94	9.8
26.03.2020	4:30:00	4:00:00	102	120	77	1	10.65	-86.47	11.6	966.8	79	1.1	90	10.5
26.03.2020	5:30:00	5:00:00	276	329	153	1	23.31	-78.14	13.2	967.2	73.9	1.1	92	11.2
26.03.2020	6:30:00	6:00:00	306	104	242	1	35.58	-68.21	14.4	966.8	71.2	2.1	89	11.8
26.03.2020	7:30:00	7:00:00	285	92	219	1	46.87	-54.98	15.9	966.4	64.9	3.2	90	12.1
26.03.2020	8:30:00	8:00:00	855	699	276	1	56.02	-35.73	17.9	966	54.3	3.6	96	11.6
26.03.2020	9:30:00	9:00:00	812	513	364	1	60.9	-8.48	19.3	965.1	47.1	3.7	105	11.5
26.03.2020	10:30:00	10:00:00	877	735	245	1	59.42	21.53	20.9	964.3	39.4	3.7	110	12.4
26.03.2020	11:30:00	11:00:00	823	793	195	1	52.31	45.27	21.8	963.3	37	3.7	110	13.2
26.03.2020	12:30:00	12:00:00	600	472	278	1	42	61.45	22.2	962.4	35.4	3.6	110	14.2
26.03.2020	13:30:00	13:00:00	411	367	223	1	30.18	72.93	22.5	961.9	34.8	3.1	110	16
26.03.2020	14:30:00	14:00:00	228	342	117	1	17.68	81.98	21.9	962	38.3	2	105	17.6
26.03.2020	15:30:00	15:00:00	36	53	27	1	5.08	89.96	20.6	962.1	48.6	1.5	46	19.4
26.03.2020	16:30:00	16:00:00	0	0	0	0	-7.63	97.79	19.5	962.3	59	2.9	6	21.4
26.03.2020	17:30:00	17:00:00	0	0	0	0	-20.56	106.28	18.8	962.7	63.4	3.3	19	22.1
26.03.2020	18:30:00	18:00:00	0	0	0	0	-32.5	116.44	18.4	962.9	66	3.1	37	22.1
26.03.2020	19:30:00	19:00:00	0	0	0	0	-43.26	129.75	17.6	963.2	70	2.5	51	22
26.03.2020	20:30:00	20:00:00	0	0	0	0	-51.71	148.21	16.5	963.3	72.2	2	65	22
26.03.2020	21:30:00	21:00:00	0	0	0	0	-56.04	172.61	16.7	963.3	70.2	1.8	77	22.6
26.03.2020	22:30:00	22:00:00	0	0	0	0	-54.74	-161.1	17.3	963.3	65.1	2	76	23.2
26.03.2020	23:30:00	23:00:00	0	0	0	0	-48.32	-139.21	16.8	962.7	65.1	2.5	68	22.4
27.03.2020	0:30:00	0:00:00	0	0	0	0	-38.33	-123.58	16.5	962.3	64.6	2.3	68	22.7
27.03.2020	1:30:00	1:00:00	0	0	0	0	-26.98	-111.91	16.2	961.9	64.9	2.6	69	22.9
27.03.2020	2:30:00	2:00:00	0	0	0	0	-14.73	-102.64	16.1	961.6	64.6	3.3	71	22.7
27.03.2020	3:30:00	3:00:00	6	0	6	2	-1.48	-94.56	16.2	961.5	64.8	3.7	73	22.5
27.03.2020	4:30:00	4:00:00	121	179	84	1	10.91	-86.77	16.7	961.5	64.5	3.9	70	21.6
27.03.2020	5:30:00	5:00:00	267	199	186	1	23.59	-78.45	17.9	961.5	60	4	65	20.6
27.03.2020	6:30:00	6:00:00	479	334	281	1	35.88	-68.54	18.9	961.9	56.9	4.3	65	20
27.03.2020	7:30:00	7:00:00	654	443	328	1	47.2	-55.3	20.5	962.1	50.6	4.5	65	19.4
27.03.2020	8:30:00	8:00:00	827	620	311	1	56.4	-35.95	22.3	962.1	43.5	4.4	63	18.9
27.03.2020	9:30:00	9:00:00	896	677	302	1	61.29	-8.42	23.9	962	38.3	4.2	60	17.9
27.03.2020	10:30:00	10:00:00	883	681	294	1	59.76	21.92	24.6	961.7	36.5	3.9	53	16.6
27.03.2020	11:30:00	11:00:00	793	638	286	1	52.57	45.76	25.1	961.3	36.1	3.4	30	16.5
27.03.2020	12:30:00	12:00:00	633	540	268	1	42.2	61.91	24.8	961.2	39.6	3.9	2	16.9
27.03.2020	13:30:00	13:00:00	426	386	229	1	30.34	73.35	23.7	961.2	44.3	5.3	348	17.2
27.03.2020	14:30:00	14:00:00	207	211	139	1	17.82	82.38	22.1	961.6	50.3	6	342	17.5
27.03.2020	15:30:00	15:00:00	43	45	37	1	5.2	90.34	20.9	962	56.1	5.5	335	17.7
27.03.2020	16:30:00	16:00:00	0	0	0	0	-7.47	98.17	19.1	962.6	63.3	4.7	326	17.7
27.03.2020	17:30:00	17:00:00	0	0	0	0	-20.4	106.67	17.4	963.5	70.3	4	315	17.6
27.03.2020	18:30:00	18:00:00	0	0	0	0	-32.31	116.85	16.9	964.6	73.6	3.5	304	17.8
27.03.2020	19:30:00	19:00:00	0	0	0	0	-43.02	130.19	16.2	965.2	77.8	3.3	295	18.1
27.03.2020	20:30:00	20:00:00	0	0	0	0	-51.39	148.6	15.6	965.9	83.8	3.4	289	18.3
27.03.2020	21:30:00	21:00:00	0	0	0	0	-55.66	172.82	15.4	966.3	88.6	3.5	284	18.7
27.03.2020	22:30:00	22:00:00	0	0	0	0	-54.35	-161.15	15	966.6	93.1	3.7	282	19.1
27.03.2020	23:30:00	23:00:00	0	0	0	0	-47.96	-139.44	15.1	966.9	92.3	4	285	19.1
28.03.2020	0:30:00	0:00:00	0	0	0	0	-38	-123.87	15.1	967.1	91.2	4	285	18.8
28.03.2020	1:30:00	1:00:00	0	0	0	0	-26.68	-112.2	15.1	967.5	90.1	4.1	287	18.5
28.03.2020	2:30:00	2:00:00	0	0	0	0	-14.45	-102.93	14.9	967.9	89.2	4	290	18.1
28.03.2020	3:30:00	3:00:00	6	0	6	2	-1.19	-94.85	14.9	968.4	87.9	3.9	292	17.3
28.03.2020	4:30:00	4:00:00	96	61	82	1	11.18	-87.07	14.8	969	86.5	3.8	292	16.5
28.03.2020	5:30:00	5:00:00	160	70	134	1	23.87	-78.76	15.3	969.4	83.1	4	291	15.5
28.03.2020	6:30:00	6:00:00	230	59	192	1	36.18	-68.86	16.1	970	75.9	4.4	292	14.9
28.03.2020	7:30:00	7:00:00	541	326	309	1	47.53	-55.62	16.9	970.3	69.5	4.7	293	14.5
28.03.2020	8:30:00	8:00:00	366	87	293	1	56.78	-36.18	18.1	970.2	62.5	5.1	295	14.4
28.03.2020	9:30:00	9:00:00	484	89	405	1	61.68	-8.36	18.3	970.3	60	5.2	291	14.5
28.03.2020	10:30:00	10:00:00	575	228	379	1	60.11	22.32	18.3	970.2	56.4	5.6	284	14.9
28.03.2020	11:30:00	11:00:00	566	229	386	1	52.83	46.26	18.1	969.9	57.4	6.4	287	15.2
28.03.2020	12:30:00	12:00:00	458	257	292	1	42.4	62.38	18.1	969.7	59	6.4	298	14.6
28.03.2020	13:30:00	13:00:00	451	471	212	1	30.5	73.78	17.7	969.5	61.2	5.8	306	13.5
28.03.2020	14:30:00	14:00:00	228	299	135	1	17.95	82.77	17.2	969.6	63	5.4	304	12.8
28.03.2020	15:30:00	15:00:00	34	51	29	1	5.32	90.72	16.5	969.8	68	5	302	12
28.03.2020	16:30:00	16:00:00	0	0	0	0	-7.31	98.54	15.2	970.1	75.4	4.5	304	10.8
28.03.2020	17:30:00	17:00:00	0	0	0	0	-20.24	107.06	14	970.5	81.7	3.8	304	9.6
28.03.2020	18:30:00	18:00:00	0	0	0	0	-32.12	117.27	13.7	970.9	82.8	2.9	301	8.8
28.03.2020	19:30:00	19:00:00	0	0	0	0	-42.77	130.62	13.1	971.3	84.9	2.3	292	8.6
28.03.2020	20:30:00	20:00:00	0	0	0	0	-51.08	148.99	12.3	971.5	88.5	2.1	280	8.9
28.03.2020	21:30:00	21:00:00	0	0	0	0	-55.29	173.03	11.9	971.5	89.2	2.1	272	9.8
28.03.2020	22:30:00	22:00:00	0	0	0	0	-53.95	-161.2	11.2	971.4	90.3	2.1	266	11
28.03.2020	23:30:00	23:00:00	0	0	0	0	-47.59	-139.66	10.7	971	91	2.2	260	11.8
29.03.2020	0:30:00	0:00:00	0	0	0	0	-37.67	-124.15	10.1	970.7	91.7	2.2	252	12
29.03.2020	1:30:00	1:00:00	0	0	0	0	-26.38	-112.49	10.1	970.5	91.1	2.1	246	11.8
29.03.2020	2:30:00	2:00:00	0	0	0	0	-14.17	-103.23	10.4	970.5	90.4	2.1	240	11.4
29.03.2020	3:30:00	3:00:00	8	34	6	2	-0.9	-95.14	10.4	970.6	89.5	2.1	235	10.8
29.03.2020	4:30:00	4:00:00	153	407	68	1	11.45	-87.37	11.3	970.8	84.9	2.1	232	10.6
29.03.2020	5:30:00	5:00:00	372	613	120	1	24.14	-79.07	13.1	970.9	75.5	2.3	233	11
29.03.2020	6:30:00	6:00:00	574	695	162	1	36.47	-69.19	14	971.1	68.5	2.9	237	11.7
29.03.2020	7:30:00	7:00:00	744	751	188	1	47.86	-55.95	15.6	971.1	58	3.3	243	12
29.03.2020	8:30:00	8:00:00	883	838	180	1	57.15	-36.41	17.7	970.9	45	3.7	251	12.3
29.03.2020	9:30:00	9:00:00	937	852	184	1	62.08	-8.29	19.1	970.6	37	4.3	262	12.4
29.03.2020	10:30:00	10:00:00	927	864	175	1	60.45	22.72	20.3	970.2	30.4	5.3	272	12.4
29.03.2020	11:30:00	11:00:00	850	861	162	1	53.09	46.76	20.7	969.7	29.2	6	277	12.5
29.03.2020	12:30:00	12:00:00	700	811	150	1	42.59	62.86	20.8	969.5	28.3	6.4	281	12.4
29.03.2020	13:30:00	13:00:00	499	721	130	1	30.65	74.2	20.7	969.2	27.9	6.1	285	12.1
29.03.2020	14:30:00	14:00:00	272	562	93	1	18.09	83.16	20.4	969	28	5.2	286	11.8
29.03.2020	15:30:00	15:00:00	63	223	32	1	5.45	91.1	19.9	969.1	31	3.7	288	11.8
29.03.2020	16:30:00	16:00:00	0	0	0	0	-7.16	98.92	18.5	969.2	38.2	2.3	292	12
29.03.2020	17:30:00	17:00:00	0	0	0	0	-20.09	107.45	17.6	969.7	41.4	1.8	292	12.4
29.03.2020	18:30:00	18:00:00	0	0	0	0	-31.93	117.68	17.6	970.1	39.3	1.8	278	12.6
