Day,Month,Hour,Hour Of Year,Total Manufacturing, Coal ,Gas, Renewable , Other ,GHI,Air temperature,Wind Speed
30/09/2020,9,13:00:00,"6,565","11,790","2,921","6,860","1,683",326,716,33.6,2.2
30/09/2020,9,14:00:00,"6,566","12,148","3,008","6,919","1,634",587,558,33,2.8
30/09/2020,9,15:00:00,"6,567","12,185","3,047","7,070","1,478",590,362,31.7,3.5
30/09/2020,9,16:00:00,"6,568","11,989","3,037","7,158","1,175",619,149,30.7,3.9
30/09/2020,9,17:00:00,"6,569","11,471","3,027","7,126",680,638,10,29.6,3.8
30/09/2020,9,18:00:00,"6,570","10,427","2,821","6,949",194,463,0,28.2,3.5
30/09/2020,9,19:00:00,"6,571","10,859","2,706","7,457",126,570,0,27.8,3
30/09/2020,9,20:00:00,"6,572","10,794","2,865","7,293",8,628,0,26.8,2.5
30/09/2020,9,21:00:00,"6,573","10,510","2,873","7,059",11,567,0,25.3,2
30/09/2020,9,22:00:00,"6,574","10,040","2,621","6,839",8,572,0,24.7,1.7
30/09/2020,9,23:00:00,"6,575","9,612","2,628","6,410",8,566,0,24.1,1.5
01/10/2020,10,0:00:00,"6,576","8,945","2,719","5,737",8,481,0,23.9,1.3
01/10/2020,10,1:00:00,"6,577","8,338","2,269","5,748",8,313,0,23.6,1.5
01/10/2020,10,2:00:00,"6,578","7,919","1,994","5,617",5,303,0,23.2,1.6
01/10/2020,10,3:00:00,"6,579","7,654","1,935","5,409",5,305,0,23,1.7
01/10/2020,10,4:00:00,"6,580","7,485","1,931","5,253",5,296,0,23.3,1.7
01/10/2020,10,5:00:00,"6,581","7,606","1,937","5,364",4,301,10,23.7,1.6
01/10/2020,10,6:00:00,"6,582","7,752","1,977","5,467",7,301,147,24.8,1.5
01/10/2020,10,7:00:00,"6,583","7,893","1,948","5,640",7,298,353,25.8,1.3
01/10/2020,10,8:00:00,"6,584","8,596","1,953","6,013",327,303,553,27.2,0.9
01/10/2020,10,9:00:00,"6,585","9,512","1,994","6,336",885,297,709,28.7,1
01/10/2020,10,10:00:00,"6,586","10,008","1,996","6,491","1,237",284,809,30.3,1.5
01/10/2020,10,11:00:00,"6,587","10,486","2,088","6,637","1,465",296,845,32.2,2.4
01/10/2020,10,12:00:00,"6,588","10,851","2,151","6,863","1,538",299,810,32.4,3.1
01/10/2020,10,13:00:00,"6,589","11,258","2,541","6,900","1,566",251,709,32.4,3.6
01/10/2020,10,14:00:00,"6,590","11,348","2,855","6,762","1,561",170,549,31.5,4.1
01/10/2020,10,15:00:00,"6,591","11,262","2,577","6,981","1,450",254,353,29.5,4.9
01/10/2020,10,16:00:00,"6,592","11,005","2,510","7,104","1,167",224,142,27.9,5.3
01/10/2020,10,17:00:00,"6,593","10,527","2,514","7,095",669,249,8,26.3,5.1
01/10/2020,10,18:00:00,"6,594","9,945","2,513","7,025",179,228,0,25.1,4.5
01/10/2020,10,19:00:00,"6,595","9,540","2,255","7,024",62,199,0,25.1,3.7
01/10/2020,10,20:00:00,"6,596","9,389","2,320","6,857",18,194,0,24.5,2.9
01/10/2020,10,21:00:00,"6,597","9,496","2,267","7,002",15,212,0,23.9,2.2
01/10/2020,10,22:00:00,"6,598","8,735","2,047","6,466",14,208,0,23.2,1.6
01/10/2020,10,23:00:00,"6,599","8,440","2,025","6,190",15,210,0,22.3,1.1
02/10/2020,10,0:00:00,"6,600","8,411","1,993","6,193",12,213,0,21.8,1
02/10/2020,10,1:00:00,"6,601","7,886","1,920","5,455",9,502,0,21.3,0.9
02/10/2020,10,2:00:00,"6,602","7,512","1,881","5,395",10,226,0,21,0.8
02/10/2020,10,3:00:00,"6,603","7,506","1,891","5,574",10,31,0,20.6,0.7
02/10/2020,10,4:00:00,"6,604","7,311","1,900","5,368",10,33,0,20.5,0.8
02/10/2020,10,5:00:00,"6,605","7,266","1,760","5,466",10,30,10,21.4,1
02/10/2020,10,6:00:00,"6,606","7,205","1,592","5,574",10,29,152,23.2,1.2
02/10/2020,10,7:00:00,"6,607","6,991","1,589","5,329",43,30,365,24,1.4
02/10/2020,10,8:00:00,"6,608","7,440","1,592","5,418",399,31,558,25.3,1.3
02/10/2020,10,9:00:00,"6,609","7,955","1,586","5,339","1,001",29,713,27,1.1
02/10/2020,10,10:00:00,"6,610","8,529","1,585","5,556","1,358",30,811,28.4,1.4
02/10/2020,10,11:00:00,"6,611","8,894","1,585","5,749","1,527",33,842,29.7,1.9
02/10/2020,10,12:00:00,"6,612","9,213","1,587","5,956","1,638",32,812,30.2,2.3
02/10/2020,10,13:00:00,"6,613","9,273","1,585","5,950","1,701",37,712,30.4,2.7
02/10/2020,10,14:00:00,"6,614","9,226","1,589","5,930","1,674",33,556,30.2,3.2
02/10/2020,10,15:00:00,"6,615","9,259","1,605","5,992","1,523",139,359,28.5,3.9
02/10/2020,10,16:00:00,"6,616","9,206","1,604","6,221","1,236",145,145,26.2,4.5
02/10/2020,10,17:00:00,"6,617","9,130","1,597","6,557",723,253,8,24.7,4.6
02/10/2020,10,18:00:00,"6,618","8,937","1,763","6,734",209,231,0,23.9,4.2
02/10/2020,10,19:00:00,"6,619","8,963","1,763","6,821",129,250,0,23.7,3.5
02/10/2020,10,20:00:00,"6,620","8,193","1,643","6,242",98,210,0,23.2,2.9
02/10/2020,10,21:00:00,"6,621","7,875","1,635","6,005",12,223,0,22.5,2.5
02/10/2020,10,22:00:00,"6,622","7,739","1,588","5,925",14,212,0,22,2.2
02/10/2020,10,23:00:00,"6,623","7,578","1,599","5,745",9,225,0,21.6,1.9
03/10/2020,10,0:00:00,"6,624","7,136","1,608","5,316",10,202,0,21.3,1.7
03/10/2020,10,1:00:00,"6,625","6,725","1,586","4,929",10,200,0,21,1.5
03/10/2020,10,2:00:00,"6,626","6,928","1,589","5,135",10,194,0,20.7,1.4
03/10/2020,10,3:00:00,"6,627","6,735","1,581","4,943",10,201,0,20.3,1.2
03/10/2020,10,4:00:00,"6,628","6,590","1,590","4,956",12,32,0,20.2,1
03/10/2020,10,5:00:00,"6,629","6,550","1,581","4,926",10,33,10,20.7,0.9
03/10/2020,10,6:00:00,"6,630","6,519","1,589","4,888",10,32,153,22.3,0.9
03/10/2020,10,7:00:00,"6,631","6,576","1,587","4,912",45,32,366,23.4,1.3
03/10/2020,10,8:00:00,"6,632","6,840","1,585","4,805",417,33,549,24.7,1.3
03/10/2020,10,9:00:00,"6,633","7,207","1,589","4,470","1,116",32,708,26.4,1.2
03/10/2020,10,10:00:00,"6,634","7,409","1,586","4,641","1,151",31,804,27.4,1.7
03/10/2020,10,11:00:00,"6,635","7,757","1,580","4,718","1,427",32,838,28.5,2.5
03/10/2020,10,12:00:00,"6,636","8,061","1,588","4,760","1,681",32,809,28.9,3.3
03/10/2020,10,13:00:00,"6,637","8,310","1,589","4,999","1,689",33,713,29.1,4.2
03/10/2020,10,14:00:00,"6,638","8,558","1,586","5,286","1,654",32,557,28.1,5.2
03/10/2020,10,15:00:00,"6,639","8,662","1,588","5,535","1,508",31,359,26.3,5.7
03/10/2020,10,16:00:00,"6,640","8,493","1,581","5,627","1,254",31,143,25.3,5.5
03/10/2020,10,17:00:00,"6,641","8,071","1,678","5,626",736,31,5,24.4,4.8
03/10/2020,10,18:00:00,"6,642","7,597","1,601","5,771",195,30,0,23.1,4
03/10/2020,10,19:00:00,"6,643","7,768","1,589","5,919",128,132,0,22.5,3.1
03/10/2020,10,20:00:00,"6,644","7,746","1,584","5,908",125,129,0,21.9,2.6
03/10/2020,10,21:00:00,"6,645","7,650","1,590","5,848",88,124,0,21.1,2.2
03/10/2020,10,22:00:00,"6,646","7,481","1,582","5,758",15,126,0,20.9,1.9
03/10/2020,10,23:00:00,"6,647","7,248","1,590","5,615",13,30,0,20.6,1.5
04/10/2020,10,0:00:00,"6,648","7,077","1,590","5,442",13,32,0,19.7,1.3
04/10/2020,10,1:00:00,"6,649","6,958","1,590","5,323",13,32,0,18.8,1.1
04/10/2020,10,2:00:00,"6,650","6,639","1,590","5,003",15,31,0,18.4,1.2
04/10/2020,10,3:00:00,"6,651","6,475","1,590","4,844",10,31,0,18.2,1.3
04/10/2020,10,4:00:00,"6,652","6,365","1,587","4,734",12,32,0,18.3,1.4
04/10/2020,10,5:00:00,"6,653","6,338","1,593","4,701",13,31,9,19.3,1.4
04/10/2020,10,6:00:00,"6,654","6,448","1,590","4,815",13,30,150,21.8,1.5
04/10/2020,10,7:00:00,"6,655","6,729","1,607","5,032",59,31,365,23.3,1.8
04/10/2020,10,8:00:00,"6,656","7,344","1,605","5,274",433,32,487,24.5,2.2
04/10/2020,10,9:00:00,"6,657","7,752","1,610","5,093","1,018",31,610,25.8,2.5
04/10/2020,10,10:00:00,"6,658","7,836","1,605","4,932","1,146",153,744,26.5,2.8
04/10/2020,10,11:00:00,"6,659","8,043","1,598","4,969","1,174",302,769,27.6,3.3
04/10/2020,10,12:00:00,"6,660","8,366","1,602","4,969","1,419",376,778,27.9,3.8
04/10/2020,10,13:00:00,"6,661","8,751","1,603","5,307","1,445",396,704,27.8,4.1
04/10/2020,10,14:00:00,"6,662","8,854","1,593","5,473","1,489",299,547,27.4,4.4
04/10/2020,10,15:00:00,"6,663","8,793","1,610","5,939","1,213",31,339,26.3,4.9
04/10/2020,10,16:00:00,"6,664","8,711","1,597","5,990","1,093",31,137,25.2,4.9
04/10/2020,10,17:00:00,"6,665","8,380","1,592","6,130",628,30,4,24.2,4.4
04/10/2020,10,18:00:00,"6,666","7,955","1,588","6,252",83,32,0,23.6,3.7
04/10/2020,10,19:00:00,"6,667","8,274","1,920","6,202",20,132,0,23.2,2.8
04/10/2020,10,20:00:00,"6,668","8,224","1,815","6,171",18,220,0,22.2,2
04/10/2020,10,21:00:00,"6,669","8,477","1,782","6,431",16,248,0,21.5,1.4
04/10/2020,10,22:00:00,"6,670","8,119","1,635","6,250",13,221,0,20.8,1
04/10/2020,10,23:00:00,"6,671","7,885","1,590","6,051",13,231,0,19.9,0.8
05/10/2020,10,0:00:00,"6,672","7,437","1,593","5,629",13,202,0,19.4,0.9
05/10/2020,10,1:00:00,"6,673","6,929","1,582","5,057",14,276,0,19,0.7
05/10/2020,10,2:00:00,"6,674","6,257","1,581","4,460",13,203,0,18.5,0.7
05/10/2020,10,3:00:00,"6,675","6,135","1,590","4,333",12,200,0,18.7,0.7
05/10/2020,10,4:00:00,"6,676","6,394","1,588","4,598",10,198,0,19.4,0.7
05/10/2020,10,5:00:00,"6,677","6,426","1,590","4,626",10,200,9,20.1,0.6
05/10/2020,10,6:00:00,"6,678","6,471","1,583","4,683",10,195,146,21.9,0.7
05/10/2020,10,7:00:00,"6,679","6,604","1,591","4,927",54,32,357,22.6,1.2
05/10/2020,10,8:00:00,"6,680","7,339","1,595","5,273",438,33,551,24.4,1.9
05/10/2020,10,9:00:00,"6,681","8,122","1,586","5,182","1,028",326,705,26.9,2.4
05/10/2020,10,10:00:00,"6,682","8,546","1,587","5,307","1,423",229,805,27.8,2.8
05/10/2020,10,11:00:00,"6,683","8,940","1,675","5,605","1,630",30,838,29.4,3.2
05/10/2020,10,12:00:00,"6,684","9,181","1,589","5,843","1,718",31,803,30.2,3.1
05/10/2020,10,13:00:00,"6,685","9,234","1,589","5,886","1,728",31,704,30.6,3.2
05/10/2020,10,14:00:00,"6,686","9,476","1,684","6,119","1,640",33,543,30.3,3.6
05/10/2020,10,15:00:00,"6,687","9,557","1,939","6,100","1,487",31,346,29.1,4
05/10/2020,10,16:00:00,"6,688","9,424","1,933","6,292","1,169",30,132,27.5,4.2
05/10/2020,10,17:00:00,"6,689","9,153","2,237","6,235",652,29,3,26.1,4
05/10/2020,10,18:00:00,"6,690","8,747","2,262","6,174",175,136,0,24.8,3.7
05/10/2020,10,19:00:00,"6,691","8,652","2,174","6,220",118,140,0,24.5,3.1
05/10/2020,10,20:00:00,"6,692","8,583","2,005","6,205",117,256,0,23.6,2.5
05/10/2020,10,21:00:00,"6,693","8,306","2,013","5,963",78,252,0,22.7,1.9
05/10/2020,10,22:00:00,"6,694","7,938","1,792","5,898",9,239,0,22.1,1.6
05/10/2020,10,23:00:00,"6,695","7,678","1,931","5,481",9,257,0,21.6,1.6
06/10/2020,10,0:00:00,"6,696","7,220","1,848","5,115",9,248,0,21.3,1.4
06/10/2020,10,1:00:00,"6,697","6,800","1,737","4,928",9,126,0,20.9,1.2
06/10/2020,10,2:00:00,"6,698","6,517","1,762","4,718",9,28,0,20.3,1.3
06/10/2020,10,3:00:00,"6,699","6,590","1,806","4,747",9,28,0,20.1,1.2
06/10/2020,10,4:00:00,"6,700","6,446","1,698","4,710",9,29,0,20.6,0.9
06/10/2020,10,5:00:00,"6,701","6,442","1,690","4,715",9,28,6,21.6,0.7
06/10/2020,10,6:00:00,"6,702","6,475","1,631","4,807",9,28,143,23.6,0.9
06/10/2020,10,7:00:00,"6,703","6,529","1,582","4,867",51,29,357,24.4,1.6
06/10/2020,10,8:00:00,"6,704","7,062","1,591","5,023",418,30,550,26.2,2
06/10/2020,10,9:00:00,"6,705","7,647","1,581","5,001","1,031",34,704,28.8,2.1
06/10/2020,10,10:00:00,"6,706","8,214","1,591","5,168","1,421",34,804,30.2,2.2
06/10/2020,10,11:00:00,"6,707","8,477","1,594","5,244","1,607",32,835,31.9,2.3
06/10/2020,10,12:00:00,"6,708","8,949","1,596","5,625","1,696",32,795,32.4,1.9
06/10/2020,10,13:00:00,"6,709","9,594","1,608","6,246","1,709",31,696,32.9,1.7
06/10/2020,10,14:00:00,"6,710","9,784","1,905","6,214","1,631",34,537,32.5,2.3
06/10/2020,10,15:00:00,"6,711","9,591","1,918","6,172","1,468",33,341,31.2,3.1
06/10/2020,10,16:00:00,"6,712","9,489","1,910","6,262","1,163",154,128,29.9,3.5
06/10/2020,10,17:00:00,"6,713","9,218","2,099","6,220",655,244,3,27.9,3.5
06/10/2020,10,18:00:00,"6,714","8,657","2,120","6,125",177,235,0,25.8,3
06/10/2020,10,19:00:00,"6,715","8,847","2,138","6,313",128,268,0,25.1,2.4
06/10/2020,10,20:00:00,"6,716","8,753","2,089","6,279",125,260,0,24,2
06/10/2020,10,21:00:00,"6,717","8,432","1,847","6,271",58,256,0,22.8,1.8
06/10/2020,10,22:00:00,"6,718","8,060","1,813","6,001",9,237,0,22.2,1.7
06/10/2020,10,23:00:00,"6,719","7,773","1,916","5,602",9,246,0,21.7,1.5
07/10/2020,10,0:00:00,"6,720","7,312","1,774","5,298",10,230,0,21.4,1.2
07/10/2020,10,1:00:00,"6,721","6,848","1,752","4,862",10,224,0,21.3,1
07/10/2020,10,2:00:00,"6,722","6,806","1,881","4,880",7,38,0,21.2,0.9
07/10/2020,10,3:00:00,"6,723","6,578","1,868","4,665",7,38,0,20.8,0.9
07/10/2020,10,4:00:00,"6,724","6,435","2,039","4,350",7,39,0,20.6,0.9
07/10/2020,10,5:00:00,"6,725","6,436","2,049","4,337",10,40,6,21.3,0.7
07/10/2020,10,6:00:00,"6,726","6,417","1,924","4,444",10,39,142,23.5,0.6
07/10/2020,10,7:00:00,"6,727","6,387","1,691","4,648",9,39,354,25.4,1.1
07/10/2020,10,8:00:00,"6,728","6,967","1,696","4,833",402,36,550,27.6,1.7
07/10/2020,10,9:00:00,"6,729","7,638","1,689","4,658","1,082",209,706,30.1,2
07/10/2020,10,10:00:00,"6,730","7,979","1,696","4,833","1,411",39,809,31.8,2.2
07/10/2020,10,11:00:00,"6,731","8,499","1,707","5,161","1,592",39,840,33.4,2.2
07/10/2020,10,12:00:00,"6,732","9,090","1,887","5,485","1,678",40,800,33.8,1.9
07/10/2020,10,13:00:00,"6,733","9,661","2,223","5,626","1,678",134,695,34.1,1.5
07/10/2020,10,14:00:00,"6,734","10,049","2,605","5,604","1,625",215,536,34,1.8
07/10/2020,10,15:00:00,"6,735","10,108","2,449","5,975","1,467",217,339,32.9,2.5
07/10/2020,10,16:00:00,"6,736","9,944","2,417","6,156","1,159",212,125,31.4,2.8
07/10/2020,10,17:00:00,"6,737","9,571","2,525","6,172",661,213,2,29.2,2.7
07/10/2020,10,18:00:00,"6,738","9,171","2,523","6,252",181,215,0,26.6,2.2
07/10/2020,10,19:00:00,"6,739","9,278","2,526","6,377",125,250,0,25.4,1.7
07/10/2020,10,20:00:00,"6,740","9,200","2,526","6,327",123,224,0,23.6,1.3
07/10/2020,10,21:00:00,"6,741","8,900","2,353","6,257",57,233,0,22.2,1
07/10/2020,10,22:00:00,"6,742","8,516","2,186","6,108",10,212,0,22.1,0.9
07/10/2020,10,23:00:00,"6,743","8,173","1,865","6,076",9,223,0,21.8,1.1
08/10/2020,10,0:00:00,"6,744","7,642","1,692","5,707",10,233,0,21.4,1.2
08/10/2020,10,1:00:00,"6,745","7,224","1,694","5,277",10,243,0,21,1.1
08/10/2020,10,2:00:00,"6,746","6,838","1,695","4,993",9,141,0,20.4,1
08/10/2020,10,3:00:00,"6,747","6,573","1,697","4,827",10,39,0,20.5,1.1
08/10/2020,10,4:00:00,"6,748","6,565","1,698","4,819",10,38,0,20.5,1.3
08/10/2020,10,5:00:00,"6,749","6,573","1,699","4,825",10,39,5,21.2,1.3
08/10/2020,10,6:00:00,"6,750","6,592","1,682","4,862",10,38,133,24.1,1.3
08/10/2020,10,7:00:00,"6,751","6,713","1,610","5,061",9,33,336,26.6,1.7
08/10/2020,10,8:00:00,"6,752","7,301","1,597","5,277",393,34,527,29,2.3
08/10/2020,10,9:00:00,"6,753","7,964","1,852","5,067","1,010",35,681,31.5,2.6
08/10/2020,10,10:00:00,"6,754","8,490","1,715","5,333","1,407",35,788,33,2.5
08/10/2020,10,11:00:00,"6,755","9,633","1,957","6,072","1,569",35,820,34.8,2.2
08/10/2020,10,12:00:00,"6,756","10,269","2,128","6,478","1,634",29,779,35.3,2
08/10/2020,10,13:00:00,"6,757","11,004","2,497","6,810","1,667",30,677,35.6,1.9
08/10/2020,10,14:00:00,"6,758","11,182","2,684","6,831","1,574",93,517,35.4,1.8
08/10/2020,10,15:00:00,"6,759","11,336","2,702","6,793","1,397",444,317,34.3,1.9
08/10/2020,10,16:00:00,"6,760","11,229","2,700","6,912","1,049",568,114,32.7,2
08/10/2020,10,17:00:00,"6,761","10,867","2,707","7,019",563,578,1,30.8,2.2
08/10/2020,10,18:00:00,"6,762","10,285","2,702","6,884",163,536,0,28.9,2.3
08/10/2020,10,19:00:00,"6,763","10,288","2,694","6,940",119,535,0,28,2.2
08/10/2020,10,20:00:00,"6,764","10,167","2,695","6,994",11,467,0,26.7,2
08/10/2020,10,21:00:00,"6,765","9,897","2,698","6,954",10,235,0,26.1,1.7
08/10/2020,10,22:00:00,"6,766","9,460","2,395","6,928",10,127,0,25.9,1.4
08/10/2020,10,23:00:00,"6,767","9,068","2,173","6,850",10,35,0,25.6,1.2
09/10/2020,10,0:00:00,"6,768","8,606","2,188","6,373",11,34,0,25.3,1.4
09/10/2020,10,1:00:00,"6,769","8,120","1,997","6,078",11,34,0,24.8,1.5
09/10/2020,10,2:00:00,"6,770","7,880","1,983","5,846",17,34,0,23.9,1.3
09/10/2020,10,3:00:00,"6,771","7,719","1,992","5,676",16,35,0,23.5,1
09/10/2020,10,4:00:00,"6,772","7,549","1,855","5,641",18,35,0,23.3,0.9
09/10/2020,10,5:00:00,"6,773","7,485","1,795","5,634",20,36,4,24.3,0.8
09/10/2020,10,6:00:00,"6,774","7,475","1,762","5,655",21,37,103,26.7,0.7
09/10/2020,10,7:00:00,"6,775","7,231","1,600","5,577",21,33,312,28.4,0.8
09/10/2020,10,8:00:00,"6,776","7,545","1,599","5,649",264,33,501,31,1.4
09/10/2020,10,9:00:00,"6,777","8,111","1,609","5,758",706,38,667,32.8,2.1
09/10/2020,10,10:00:00,"6,778","8,884","1,608","5,954","1,286",36,777,34.3,2.4
09/10/2020,10,11:00:00,"6,779","9,376","1,725","6,093","1,520",38,800,35.8,2.1
09/10/2020,10,12:00:00,"6,780","10,250","1,979","6,499","1,575",197,758,36.4,1.5
09/10/2020,10,13:00:00,"6,781","10,840","2,394","6,508","1,616",322,657,36.5,0.5
09/10/2020,10,14:00:00,"6,782","11,134","2,654","6,630","1,530",320,494,35.7,1.2
09/10/2020,10,15:00:00,"6,783","11,198","2,695","7,005","1,131",367,300,33.4,2.9
09/10/2020,10,16:00:00,"6,784","11,219","2,699","7,132",802,586,101,30.7,3.6
09/10/2020,10,17:00:00,"6,785","11,054","2,711","7,207",418,718,1,28.6,3.7
09/10/2020,10,18:00:00,"6,786","10,238","2,703","6,972",62,501,0,27.2,3.6
09/10/2020,10,19:00:00,"6,787","10,227","2,714","7,093",11,409,0,26.6,3.4
09/10/2020,10,20:00:00,"6,788","9,842","2,666","6,935",14,227,0,25.8,3.3
09/10/2020,10,21:00:00,"6,789","9,569","2,687","6,833",15,34,0,25.2,3.2
09/10/2020,10,22:00:00,"6,790","9,240","2,429","6,767",11,33,0,24.2,2.9
09/10/2020,10,23:00:00,"6,791","8,872","2,118","6,711",10,33,0,23.3,2.8
10/10/2020,10,0:00:00,"6,792","8,379","1,942","6,391",10,36,0,23.5,3
10/10/2020,10,1:00:00,"6,793","7,914","1,915","5,953",13,33,0,23.3,2.9
10/10/2020,10,2:00:00,"6,794","7,767","1,905","5,817",14,31,0,23.1,2.8
10/10/2020,10,3:00:00,"6,795","7,695","1,858","5,793",14,30,0,22.9,2.6
10/10/2020,10,4:00:00,"6,796","7,531","1,802","5,681",15,33,0,23,2.6
10/10/2020,10,5:00:00,"6,797","7,577","1,797","5,737",10,33,3,23.3,2.6
10/10/2020,10,6:00:00,"6,798","7,684","1,798","5,844",10,32,112,24.3,2.6
10/10/2020,10,7:00:00,"6,799","7,332","1,709","5,577",13,33,273,25.6,2.4
10/10/2020,10,8:00:00,"6,800","7,563","1,632","5,630",268,33,444,26.9,2.3
10/10/2020,10,9:00:00,"6,801","8,102","1,591","5,774",703,34,652,28.2,2.3
10/10/2020,10,10:00:00,"6,802","8,592","1,588","6,031",940,33,774,28.8,2.7
10/10/2020,10,11:00:00,"6,803","9,097","1,585","6,306","1,172",34,802,29.9,3.2
10/10/2020,10,12:00:00,"6,804","9,616","1,585","6,501","1,497",33,757,30.3,3.4
10/10/2020,10,13:00:00,"6,805","10,017","1,608","6,846","1,526",37,649,30.1,3.8
10/10/2020,10,14:00:00,"6,806","10,229","1,874","6,788","1,532",35,490,29.4,4.3
10/10/2020,10,15:00:00,"6,807","10,190","1,967","6,847","1,342",34,297,27.8,4.8
10/10/2020,10,16:00:00,"6,808","10,129","2,244","6,757","1,092",36,100,26.4,4.7
10/10/2020,10,17:00:00,"6,809","9,637","2,248","6,794",558,37,0,25.4,4.2
10/10/2020,10,18:00:00,"6,810","8,942","2,112","6,769",30,31,0,24.3,3.6
10/10/2020,10,19:00:00,"6,811","9,159","2,106","6,831",21,201,0,24.2,3.1
10/10/2020,10,20:00:00,"6,812","9,117","2,109","6,789",19,200,0,23.8,2.9
10/10/2020,10,21:00:00,"6,813","9,009","2,115","6,684",17,193,0,23.4,2.9
10/10/2020,10,22:00:00,"6,814","8,820","1,898","6,708",18,196,0,23,2.8
10/10/2020,10,23:00:00,"6,815","8,473","1,592","6,664",16,201,0,22.3,2.7
11/10/2020,10,0:00:00,"6,816","8,009","1,588","6,206",16,199,0,22.1,2.4
11/10/2020,10,1:00:00,"6,817","7,554","1,586","5,751",15,202,0,21.9,2.2
11/10/2020,10,2:00:00,"6,818","7,234","1,592","5,433",13,196,0,21.3,1.8
11/10/2020,10,3:00:00,"6,819","6,974","1,590","5,177",13,194,0,21.2,1.7
11/10/2020,10,4:00:00,"6,820","6,784","1,588","4,993",13,190,0,21.6,1.6
11/10/2020,10,5:00:00,"6,821","6,833","1,592","5,034",11,196,3,22.3,1.7
11/10/2020,10,6:00:00,"6,822","6,909","1,614","5,170",11,114,121,23.5,1.9
11/10/2020,10,7:00:00,"6,823","7,252","1,756","5,455",11,30,324,23.6,2.2
11/10/2020,10,8:00:00,"6,824","8,209","1,805","5,990",383,31,514,24.7,2.2
11/10/2020,10,9:00:00,"6,825","8,844","1,912","6,051",851,30,669,26.7,2.1
11/10/2020,10,10:00:00,"6,826","9,012","1,687","5,963","1,332",30,769,27.8,2.1
11/10/2020,10,11:00:00,"6,827","9,351","1,683","6,131","1,504",33,797,29.3,2.1
11/10/2020,10,12:00:00,"6,828","9,711","1,680","6,360","1,638",33,755,29.9,2.3
11/10/2020,10,13:00:00,"6,829","10,413","2,150","6,648","1,583",32,651,30.1,2.7
11/10/2020,10,14:00:00,"6,830","10,513","2,487","6,479","1,511",36,491,29.6,3.4
11/10/2020,10,15:00:00,"6,831","10,454","2,564","6,352","1,381",157,298,28.1,4.1
11/10/2020,10,16:00:00,"6,832","9,866","2,408","6,258","1,077",123,98,26.7,4.4
11/10/2020,10,17:00:00,"6,833","9,431","2,414","6,342",555,120,0,25.2,4.2
11/10/2020,10,18:00:00,"6,834","8,814","2,396","6,184",112,122,0,23.7,4
11/10/2020,10,19:00:00,"6,835","8,929","2,308","6,301",116,204,0,22.8,3.8
11/10/2020,10,20:00:00,"6,836","8,796","2,303","6,270",19,204,0,22.4,3.5
11/10/2020,10,21:00:00,"6,837","8,633","2,065","6,352",17,199,0,22,3.1
11/10/2020,10,22:00:00,"6,838","8,261","1,824","6,224",15,198,0,22.1,2.7
11/10/2020,10,23:00:00,"6,839","7,878","1,590","6,073",13,202,0,21.5,2.4
12/10/2020,10,0:00:00,"6,840","7,569","1,586","5,769",11,203,0,21,2
12/10/2020,10,1:00:00,"6,841","7,339","1,586","5,535",11,207,0,20.8,1.7
12/10/2020,10,2:00:00,"6,842","7,048","1,601","5,401",11,35,0,20.6,1.4
12/10/2020,10,3:00:00,"6,843","6,855","1,611","5,196",12,36,0,20.9,1.2
12/10/2020,10,4:00:00,"6,844","6,752","1,607","5,101",10,34,0,21.5,1.2
12/10/2020,10,5:00:00,"6,845","6,893","1,600","5,250",10,33,3,22,1.2
12/10/2020,10,6:00:00,"6,846","7,006","1,602","5,365",9,30,122,23.3,1.4
12/10/2020,10,7:00:00,"6,847","7,149","1,606","5,503",10,30,325,23.8,1.8
12/10/2020,10,8:00:00,"6,848","8,034","1,736","5,954",313,31,516,24.9,2.1
12/10/2020,10,9:00:00,"6,849","8,649","1,952","5,813",854,30,668,26.6,2
12/10/2020,10,10:00:00,"6,850","8,743","1,677","5,751","1,285",30,770,27.7,2.1
12/10/2020,10,11:00:00,"6,851","9,111","1,686","5,874","1,519",32,803,28.9,2.5
12/10/2020,10,12:00:00,"6,852","9,651","1,818","6,221","1,577",35,757,29.5,2.8
12/10/2020,10,13:00:00,"6,853","9,962","2,152","6,190","1,587",33,653,29.8,3.2
12/10/2020,10,14:00:00,"6,854","10,010","2,279","6,207","1,489",35,493,29.4,3.7
12/10/2020,10,15:00:00,"6,855","9,813","2,292","6,111","1,374",36,297,27.9,4
12/10/2020,10,16:00:00,"6,856","9,682","2,456","6,006","1,099",121,98,26.3,4.2
12/10/2020,10,17:00:00,"6,857","9,195","2,450","6,061",563,121,0,24.9,4.1
12/10/2020,10,18:00:00,"6,858","8,636","2,454","5,949",117,116,0,23.6,3.8
12/10/2020,10,19:00:00,"6,859","8,581","2,452","5,995",19,115,0,23.1,3.4
12/10/2020,10,20:00:00,"6,860","8,481","2,286","5,979",17,199,0,22.2,2.9
12/10/2020,10,21:00:00,"6,861","8,278","2,141","5,926",14,197,0,21.3,2.3
12/10/2020,10,22:00:00,"6,862","7,890","1,965","5,710",13,202,0,20.9,1.7
12/10/2020,10,23:00:00,"6,863","7,470","1,687","5,494",13,276,0,20.3,1.5
13/10/2020,10,0:00:00,"6,864","6,984","1,659","5,107",15,203,0,20,1.2
13/10/2020,10,1:00:00,"6,865","6,556","1,575","4,751",16,214,0,19.9,1.1
