Day,Month,Hour,Hour Of Year,Total Manufacturing, Coal ,Gas, Renewable , Other ,GHI,Air temperature,Wind Speed
01/01/2020,1,0:00:00,1,"7,821","2,609","5,179",13,20,0,6.7,0.9
01/01/2020,1,1:00:00,2,"7,006","2,475","4,499",13,19,0,6.7,1
01/01/2020,1,2:00:00,3,"6,453","2,330","4,091",13,19,0,6.5,1
01/01/2020,1,3:00:00,4,"6,164","2,189","3,944",12,19,0,6.5,1
01/01/2020,1,4:00:00,5,"6,122","2,200","3,890",12,20,0,6.9,1
01/01/2020,1,5:00:00,6,"6,422","2,263","4,127",12,20,4,7.9,0.9
01/01/2020,1,6:00:00,7,"7,020","2,242","4,747",12,19,99,8.6,0.8
01/01/2020,1,7:00:00,8,"7,844","2,428","5,386",11,19,242,10.3,0.9
01/01/2020,1,8:00:00,9,"8,407","2,802","5,364",222,19,446,12.5,0.8
01/01/2020,1,9:00:00,10,"8,671","3,164","4,919",442,146,547,13.5,0.8
01/01/2020,1,10:00:00,11,"8,767","3,284","4,495",838,150,619,14.3,0.9
01/01/2020,1,11:00:00,12,"8,698","3,034","4,720",925,19,586,14.7,1
01/01/2020,1,12:00:00,13,"8,726","2,951","4,864",892,19,493,15.1,1.3
01/01/2020,1,13:00:00,14,"8,835","3,116","4,862",836,21,320,15,1.6
01/01/2020,1,14:00:00,15,"8,947","3,163","5,040",706,38,175,14.4,1.6
01/01/2020,1,15:00:00,16,"9,033","3,082","5,467",464,20,35,13.9,1.4
01/01/2020,1,16:00:00,17,"9,003","2,905","5,923",156,19,0,12.6,1.3
01/01/2020,1,17:00:00,18,"10,063","3,078","6,845",43,97,0,11.6,1.1
01/01/2020,1,18:00:00,19,"10,781","3,441","7,145",43,152,0,11.5,0.8
01/01/2020,1,19:00:00,20,"11,021","3,486","7,277",43,215,0,11.2,0.6
01/01/2020,1,20:00:00,21,"10,952","3,487","7,214",43,208,0,10.7,0.5
01/01/2020,1,21:00:00,22,"10,570","3,473","6,941",43,113,0,10.2,0.5
01/01/2020,1,22:00:00,23,"9,766","3,486","6,219",42,19,0,9.5,0.8
01/01/2020,1,23:00:00,24,"8,986","3,358","5,599",11,18,0,9.6,1.1
02/01/2020,1,0:00:00,25,"7,767","2,659","5,081",9,18,0,9.4,1
02/01/2020,1,1:00:00,26,"6,851","2,196","4,625",11,19,0,9,1.2
02/01/2020,1,2:00:00,27,"6,280","2,201","4,049",12,18,0,8.6,1.6
02/01/2020,1,3:00:00,28,"6,034","2,200","3,805",11,18,0,8.3,1.9
02/01/2020,1,4:00:00,29,"6,056","2,205","3,822",11,18,0,8,2.1
02/01/2020,1,5:00:00,30,"6,458","2,206","4,223",11,18,3,8.4,2.1
02/01/2020,1,6:00:00,31,"7,158","2,207","4,922",11,18,107,9.5,2.1
02/01/2020,1,7:00:00,32,"8,088","2,204","5,856",10,18,271,11.8,2.6
02/01/2020,1,8:00:00,33,"8,630","2,218","6,052",342,18,420,14,2.9
02/01/2020,1,9:00:00,34,"8,999","2,802","5,429",750,18,484,14.1,3.1
02/01/2020,1,10:00:00,35,"9,349","3,046","5,187","1,095",21,530,14.7,3.6
02/01/2020,1,11:00:00,36,"9,595","2,940","5,411","1,222",22,465,15.1,4
02/01/2020,1,12:00:00,37,"9,887","2,943","5,699","1,222",23,395,15.4,4.1
02/01/2020,1,13:00:00,38,"9,927","2,949","5,824","1,134",20,342,15.1,3.9
02/01/2020,1,14:00:00,39,"9,899","3,015","5,946",918,20,185,14.4,3.4
02/01/2020,1,15:00:00,40,"9,946","3,022","6,152",677,95,34,13.5,2.7
02/01/2020,1,16:00:00,41,"9,744","3,051","6,471",203,19,0,12.4,2.6
02/01/2020,1,17:00:00,42,"10,699","3,084","7,511",85,19,0,11.8,2.4
02/01/2020,1,18:00:00,43,"11,275","3,218","7,995",43,19,0,11.9,2.2
02/01/2020,1,19:00:00,44,"11,438","3,094","8,282",43,19,0,12.1,1.8
02/01/2020,1,20:00:00,45,"11,291","3,086","8,143",43,19,0,11.7,1.3
02/01/2020,1,21:00:00,46,"10,824","3,104","7,654",43,23,0,11.4,1.4
02/01/2020,1,22:00:00,47,"9,986","3,092","6,834",43,17,0,11.2,2.3
02/01/2020,1,23:00:00,48,"9,178","2,861","6,286",12,19,0,10.7,2.8
03/01/2020,1,0:00:00,49,"8,080","2,333","5,716",12,19,0,10.4,2.9
03/01/2020,1,1:00:00,50,"7,156","2,348","4,778",12,18,0,9.8,2.9
03/01/2020,1,2:00:00,51,"6,578","2,350","4,197",12,19,0,9.3,2.9
03/01/2020,1,3:00:00,52,"6,255","2,357","3,868",12,18,0,9.1,3
03/01/2020,1,4:00:00,53,"6,202","2,363","3,804",16,19,0,9,3.1
03/01/2020,1,5:00:00,54,"6,425","2,257","4,131",18,19,2,9.2,3.1
03/01/2020,1,6:00:00,55,"6,901","2,256","4,603",23,19,102,9.9,3.5
03/01/2020,1,7:00:00,56,"7,527","2,253","5,235",20,19,261,11,4.4
03/01/2020,1,8:00:00,57,"8,220","2,277","5,518",405,20,400,12.2,5.1
03/01/2020,1,9:00:00,58,"8,682","2,261","5,497",904,20,499,13.3,5.5
03/01/2020,1,10:00:00,59,"8,837","2,261","5,320","1,236",20,508,14.3,5.9
03/01/2020,1,11:00:00,60,"9,139","2,262","5,541","1,317",19,487,14.6,5.8
03/01/2020,1,12:00:00,61,"9,370","2,257","5,687","1,408",18,356,14.7,5.6
03/01/2020,1,13:00:00,62,"9,441","2,256","5,972","1,192",21,266,14.5,5.4
03/01/2020,1,14:00:00,63,"9,527","2,257","6,285",962,23,121,13.9,4.6
03/01/2020,1,15:00:00,64,"9,617","2,256","6,621",718,22,33,13.5,3.5
03/01/2020,1,16:00:00,65,"9,783","2,412","7,118",231,22,0,12.4,3.3
03/01/2020,1,17:00:00,66,"10,126","2,921","7,168",16,21,0,11.2,3.6
03/01/2020,1,18:00:00,67,"10,393","2,962","7,397",13,21,0,10.8,4
03/01/2020,1,19:00:00,68,"10,040","2,858","7,149",13,20,0,10.3,4.4
03/01/2020,1,20:00:00,69,"9,605","2,967","6,595",22,21,0,9.7,4.6
03/01/2020,1,21:00:00,70,"9,350","2,979","6,328",21,22,0,9.3,5
03/01/2020,1,22:00:00,71,"8,950","2,981","5,922",25,22,0,8.7,5.7
03/01/2020,1,23:00:00,72,"8,380","2,571","5,766",21,22,0,8.6,5.7
04/01/2020,1,0:00:00,73,"7,596","2,232","5,321",22,21,0,8.5,5.6
04/01/2020,1,1:00:00,74,"6,930","2,153","4,733",23,21,0,8.4,5.7
04/01/2020,1,2:00:00,75,"6,496","2,170","4,276",28,22,0,8.6,5.9
04/01/2020,1,3:00:00,76,"6,227","2,172","4,006",28,21,0,8.6,5.9
04/01/2020,1,4:00:00,77,"6,187","2,174","3,965",27,21,0,8.8,5.9
04/01/2020,1,5:00:00,78,"6,361","2,183","4,128",29,21,2,8.9,5.6
04/01/2020,1,6:00:00,79,"6,571","2,181","4,343",26,21,78,8.9,5.6
04/01/2020,1,7:00:00,80,"6,600","2,185","4,376",21,18,216,9.5,6.7
04/01/2020,1,8:00:00,81,"7,333","2,190","5,024",100,19,187,10.1,7.4
04/01/2020,1,9:00:00,82,"8,087","2,647","5,238",184,18,277,10.6,8.2
04/01/2020,1,10:00:00,83,"9,014","3,083","5,483",428,20,215,11.6,9.1
04/01/2020,1,11:00:00,84,"9,351","3,139","5,733",459,20,76,11.7,8.6
04/01/2020,1,12:00:00,85,"9,574","3,208","5,914",430,22,154,11.8,7.7
04/01/2020,1,13:00:00,86,"9,579","3,509","5,586",465,19,61,11.9,6.3
04/01/2020,1,14:00:00,87,"9,346","3,442","5,540",344,20,97,11.6,5
04/01/2020,1,15:00:00,88,"9,308","3,564","5,367",356,21,27,11.2,4.5
04/01/2020,1,16:00:00,89,"9,493","3,549","5,812",109,23,0,10.7,4.1
04/01/2020,1,17:00:00,90,"10,240","3,539","6,666",14,21,0,10.4,4.5
04/01/2020,1,18:00:00,91,"11,010","3,533","7,439",13,25,0,10.5,5.2
04/01/2020,1,19:00:00,92,"11,226","3,521","7,674",11,20,0,10.3,5.3
04/01/2020,1,20:00:00,93,"11,123","3,532","7,560",11,20,0,10.2,5.1
04/01/2020,1,21:00:00,94,"10,835","3,488","7,313",13,21,0,10.1,4.7
04/01/2020,1,22:00:00,95,"10,225","3,499","6,690",15,21,0,10,4.8
04/01/2020,1,23:00:00,96,"9,355","3,154","6,167",13,21,0,10.2,5.1
05/01/2020,1,0:00:00,97,"8,120","2,969","5,118",13,20,0,10,5.2
05/01/2020,1,1:00:00,98,"7,096","2,515","4,541",20,20,0,9.9,5.1
05/01/2020,1,2:00:00,99,"6,466","2,275","4,157",14,20,0,9.6,5
05/01/2020,1,3:00:00,100,"6,210","2,181","3,993",15,21,0,9.4,4.8
05/01/2020,1,4:00:00,101,"6,173","2,182","3,956",16,19,0,9.1,4.3
05/01/2020,1,5:00:00,102,"6,568","2,186","4,347",16,19,3,9.3,3.9
05/01/2020,1,6:00:00,103,"7,373","2,178","5,157",16,22,120,10.2,4
05/01/2020,1,7:00:00,104,"8,619","2,707","5,876",16,20,305,11,4.9
05/01/2020,1,8:00:00,105,"9,420","3,049","6,005",345,21,466,12.2,5.4
05/01/2020,1,9:00:00,106,"9,954","3,370","5,618",896,70,580,13.3,5.8
05/01/2020,1,10:00:00,107,"10,285","3,502","5,249","1,178",356,631,14.4,6.3
05/01/2020,1,11:00:00,108,"10,346","3,554","4,783","1,360",649,615,14.6,6.3
05/01/2020,1,12:00:00,109,"10,392","3,565","4,590","1,344",893,527,14.7,6.1
05/01/2020,1,13:00:00,110,"10,479","3,466","4,771","1,347",895,382,14.5,5.6
05/01/2020,1,14:00:00,111,"10,492","3,123","5,235","1,232",902,214,13.6,4.5
05/01/2020,1,15:00:00,112,"10,432","3,088","5,548",899,897,43,12.4,3.3
05/01/2020,1,16:00:00,113,"10,275","3,005","5,903",416,951,0,10.9,2.8
05/01/2020,1,17:00:00,114,"11,124","3,152","6,925",148,899,0,9.6,2.9
05/01/2020,1,18:00:00,115,"11,272","2,872","7,367",140,893,0,9,3
05/01/2020,1,19:00:00,116,"11,479","2,989","7,457",136,897,0,8.3,3
05/01/2020,1,20:00:00,117,"11,347","3,025","7,442",119,761,0,7.9,2.9
05/01/2020,1,21:00:00,118,"10,934","3,061","7,085",45,743,0,7,2.8
05/01/2020,1,22:00:00,119,"10,106","2,822","6,431",45,808,0,6,2.9
05/01/2020,1,23:00:00,120,"9,546","3,410","5,654",11,471,0,5.8,2.8
06/01/2020,1,0:00:00,121,"8,209","2,908","5,263",11,27,0,5.7,2.7
06/01/2020,1,1:00:00,122,"7,184","2,382","4,760",12,30,0,5.7,2.6
06/01/2020,1,2:00:00,123,"6,625","2,332","4,246",17,30,0,5.6,2.5
06/01/2020,1,3:00:00,124,"6,363","2,327","3,989",12,35,0,5.5,2.3
06/01/2020,1,4:00:00,125,"6,363","2,316","3,997",14,36,0,5.9,2.1
06/01/2020,1,5:00:00,126,"6,766","2,316","4,400",15,35,3,7,2
06/01/2020,1,6:00:00,127,"7,575","2,504","5,020",19,32,121,8.4,2.1
06/01/2020,1,7:00:00,128,"8,760","3,066","5,648",15,31,308,10.8,2.6
06/01/2020,1,8:00:00,129,"9,227","3,235","5,504",457,31,469,13.4,3.3
06/01/2020,1,9:00:00,130,"9,316","3,239","5,046",997,34,576,14.1,3.6
06/01/2020,1,10:00:00,131,"9,224","2,834","5,092","1,263",35,613,15.1,3.8
06/01/2020,1,11:00:00,132,"9,079","2,801","4,865","1,378",35,596,15.6,3.8
06/01/2020,1,12:00:00,133,"8,974","2,645","4,845","1,389",95,514,16,3.7
06/01/2020,1,13:00:00,134,"8,913","2,415","5,051","1,354",93,380,16.3,3.3
06/01/2020,1,14:00:00,135,"8,944","2,425","5,197","1,231",91,215,15.3,2.3
06/01/2020,1,15:00:00,136,"8,964","2,433","5,574",923,34,45,13.3,1.4
06/01/2020,1,16:00:00,137,"9,000","2,466","6,071",428,35,0,12,1.4
06/01/2020,1,17:00:00,138,"10,081","2,784","7,099",143,55,0,11,1.5
06/01/2020,1,18:00:00,139,"11,185","3,415","7,406",146,218,0,10.8,1.5
06/01/2020,1,19:00:00,140,"11,541","3,347","7,937",142,115,0,10,1.7
06/01/2020,1,20:00:00,141,"11,617","3,623","7,805",80,109,0,8.9,2
06/01/2020,1,21:00:00,142,"11,417","3,435","7,904",43,35,0,8.3,2.5
06/01/2020,1,22:00:00,143,"10,415","2,906","7,426",44,39,0,7.8,2.9
06/01/2020,1,23:00:00,144,"9,475","2,490","6,927",13,45,0,7.7,3.2
07/01/2020,1,0:00:00,145,"8,159","2,458","5,649",13,39,0,7.9,3.5
07/01/2020,1,1:00:00,146,"7,179","2,365","4,762",13,39,0,7.8,3.8
07/01/2020,1,2:00:00,147,"6,645","2,353","4,240",13,39,0,7.8,3.9
07/01/2020,1,3:00:00,148,"6,381","2,356","3,972",14,39,0,8,3.8
07/01/2020,1,4:00:00,149,"6,363","2,359","3,960",12,32,0,8.1,3.7
07/01/2020,1,5:00:00,150,"6,799","2,354","4,356",55,34,2,8.7,3.7
07/01/2020,1,6:00:00,151,"7,563","2,369","5,125",54,15,102,10.1,3.9
07/01/2020,1,7:00:00,152,"8,550","2,333","6,186",15,16,265,12.3,4.6
07/01/2020,1,8:00:00,153,"8,942","2,345","6,176",406,15,410,14.7,5.7
07/01/2020,1,9:00:00,154,"9,123","2,432","5,773",901,17,515,15.5,6.5
07/01/2020,1,10:00:00,155,"9,044","2,435","5,367","1,225",17,573,16.2,7.1
07/01/2020,1,11:00:00,156,"9,053","2,420","5,298","1,318",17,405,16.1,7.8
07/01/2020,1,12:00:00,157,"9,067","2,435","5,743",873,16,82,15.4,7.9
07/01/2020,1,13:00:00,158,"9,371","2,417","6,468",470,16,72,14.8,7.6
07/01/2020,1,14:00:00,159,"9,858","2,695","6,799",348,16,72,14.1,6.8
07/01/2020,1,15:00:00,160,"10,279","2,717","7,305",235,22,29,13.7,6.4
07/01/2020,1,16:00:00,161,"10,523","3,003","7,362",142,16,0,13.1,6.2
07/01/2020,1,17:00:00,162,"11,325","2,996","8,251",63,15,0,12,5.9
07/01/2020,1,18:00:00,163,"11,932","3,045","8,810",64,13,0,11.7,5.7
07/01/2020,1,19:00:00,164,"12,109","3,045","8,663",58,343,0,10.8,5.3
07/01/2020,1,20:00:00,165,"11,982","3,460","8,347",52,123,0,10,5.1
07/01/2020,1,21:00:00,166,"11,510","2,998","8,370",52,90,0,9.2,5.2
07/01/2020,1,22:00:00,167,"10,566","2,549","7,939",60,18,0,8.5,5.6
07/01/2020,1,23:00:00,168,"9,514","2,446","7,025",30,13,0,8.3,5.7
08/01/2020,1,0:00:00,169,"8,225","2,463","5,715",32,15,0,8.1,5.7
08/01/2020,1,1:00:00,170,"7,228","2,440","4,740",32,16,0,7.8,5.6
08/01/2020,1,2:00:00,171,"6,698","2,448","4,207",22,21,0,7.5,5.6
08/01/2020,1,3:00:00,172,"6,450","2,439","3,965",19,27,0,7.3,5.7
08/01/2020,1,4:00:00,173,"6,487","2,415","4,020",24,28,0,7.4,5.9
08/01/2020,1,5:00:00,174,"6,909","2,456","4,398",26,29,2,8.1,5.8
08/01/2020,1,6:00:00,175,"7,715","2,447","5,215",25,28,100,8.6,6.3
08/01/2020,1,7:00:00,176,"8,905","2,619","6,229",29,28,257,9.8,7.9
08/01/2020,1,8:00:00,177,"9,672","2,977","6,276",389,30,392,11.1,8.6
08/01/2020,1,9:00:00,178,"10,079","2,926","6,379",745,29,492,12.2,9.5
08/01/2020,1,10:00:00,179,"10,335","2,930","6,460",915,30,504,13.5,10.5
08/01/2020,1,11:00:00,180,"10,533","3,052","6,510",938,33,489,13.9,10.4
08/01/2020,1,12:00:00,181,"10,565","3,044","6,569",919,33,222,13.7,10.5
08/01/2020,1,13:00:00,182,"10,772","3,259","6,797",682,34,186,13.3,10.1
08/01/2020,1,14:00:00,183,"10,859","3,481","6,952",392,34,68,13.3,8.9
08/01/2020,1,15:00:00,184,"11,031","3,641","7,001",355,34,39,13.4,8
08/01/2020,1,16:00:00,185,"11,220","3,738","7,297",153,32,0,13,7.2
08/01/2020,1,17:00:00,186,"11,982","3,824","8,066",58,34,0,12,6.6
08/01/2020,1,18:00:00,187,"12,465","3,844","8,530",57,34,0,11.3,6.4
08/01/2020,1,19:00:00,188,"12,682","3,801","8,792",56,33,0,10.9,6.3
08/01/2020,1,20:00:00,189,"12,460","3,800","8,571",57,32,0,11.3,6.4
08/01/2020,1,21:00:00,190,"11,851","3,376","8,385",58,32,0,10.8,6.8
08/01/2020,1,22:00:00,191,"11,045","2,969","7,835",58,183,0,10.4,7.2
08/01/2020,1,23:00:00,192,"9,839","2,677","6,956",25,181,0,10.6,6.9
09/01/2020,1,0:00:00,193,"8,482","2,575","5,849",25,33,0,10.5,6.6
09/01/2020,1,1:00:00,194,"7,372","2,446","4,677",26,223,0,10.3,6.2
09/01/2020,1,2:00:00,195,"6,793","2,446","4,294",19,34,0,10,5.6
09/01/2020,1,3:00:00,196,"6,530","2,371","4,109",17,33,0,9.6,5
09/01/2020,1,4:00:00,197,"6,519","2,365","4,103",17,34,0,9.5,4.7
09/01/2020,1,5:00:00,198,"6,922","2,359","4,512",14,37,2,9.8,4.8
09/01/2020,1,6:00:00,199,"7,681","2,666","4,965",13,37,91,9.9,5.3
09/01/2020,1,7:00:00,200,"8,860","2,843","5,971",13,33,186,9.8,6.7
09/01/2020,1,8:00:00,201,"9,687","2,949","6,633",72,33,399,10,7.8
09/01/2020,1,9:00:00,202,"10,312","2,936","7,119",225,32,507,10.5,7.1
09/01/2020,1,10:00:00,203,"10,724","2,934","7,190",415,185,294,11.2,5.7
09/01/2020,1,11:00:00,204,"10,849","2,996","7,284",387,182,271,11.8,6.4
09/01/2020,1,12:00:00,205,"11,066","3,019","7,371",495,181,180,12,6.7
09/01/2020,1,13:00:00,206,"11,179","3,048","7,373",576,182,288,11.8,6.4
09/01/2020,1,14:00:00,207,"11,287","3,106","7,686",313,182,188,11.3,5.7
09/01/2020,1,15:00:00,208,"11,310","3,075","7,775",262,198,27,10.9,5
09/01/2020,1,16:00:00,209,"11,323","3,040","7,955",115,213,0,10.7,4.8
09/01/2020,1,17:00:00,210,"12,135","3,419","8,527",11,178,0,10.6,4.6
09/01/2020,1,18:00:00,211,"12,731","3,640","8,910",10,171,0,10.6,4.6
09/01/2020,1,19:00:00,212,"12,784","3,698","8,901",12,173,0,10.3,4.6
09/01/2020,1,20:00:00,213,"12,562","3,473","8,768",11,310,0,9.6,4.7
09/01/2020,1,21:00:00,214,"11,985","3,375","8,490",11,109,0,9.1,4.6
09/01/2020,1,22:00:00,215,"11,050","3,269","7,736",13,32,0,9.2,4.4
09/01/2020,1,23:00:00,216,"10,154","2,931","7,179",11,33,0,8.9,4.6
10/01/2020,1,0:00:00,217,"8,682","2,582","6,055",13,32,0,8.6,4.9
10/01/2020,1,1:00:00,218,"7,624","2,573","5,007",12,32,0,8.5,4.9
10/01/2020,1,2:00:00,219,"6,969","2,130","4,795",11,33,0,8.2,4.8
10/01/2020,1,3:00:00,220,"6,609","2,100","4,463",12,34,0,8.1,4.5
10/01/2020,1,4:00:00,221,"6,529","2,104","4,376",11,38,0,8,4.3
10/01/2020,1,5:00:00,222,"6,806","2,094","4,666",11,35,0,8,4.2
10/01/2020,1,6:00:00,223,"7,296","2,120","5,129",11,36,67,8,4.4
10/01/2020,1,7:00:00,224,"8,068","2,289","5,734",11,34,272,8.4,4.6
10/01/2020,1,8:00:00,225,"9,006","2,472","6,403",99,32,304,9.1,4.8
10/01/2020,1,9:00:00,226,"9,915","2,839","6,764",279,33,242,9.4,4.8
10/01/2020,1,10:00:00,227,"10,276","2,960","6,939",344,33,259,9.5,4.7
10/01/2020,1,11:00:00,228,"10,154","2,918","6,642",396,198,526,10,4.5
10/01/2020,1,12:00:00,229,"10,180","2,890","6,738",518,34,341,10.4,4.1
10/01/2020,1,13:00:00,230,"10,221","2,871","6,709",607,34,205,10.7,3.2
10/01/2020,1,14:00:00,231,"10,272","2,561","7,144",534,33,180,10.6,2.2
10/01/2020,1,15:00:00,232,"10,485","2,581","7,394",476,34,42,10,1.1
10/01/2020,1,16:00:00,233,"10,662","2,739","7,673",214,36,0,9.4,0.7
10/01/2020,1,17:00:00,234,"10,728","2,854","7,824",13,37,0,8.8,0.5
10/01/2020,1,18:00:00,235,"11,123","3,138","7,936",12,37,0,8.5,0.3
10/01/2020,1,19:00:00,236,"10,745","3,211","7,485",12,37,0,8.4,0.6
10/01/2020,1,20:00:00,237,"10,254","3,195","7,010",12,37,0,7.7,1
10/01/2020,1,21:00:00,238,"9,922","3,147","6,727",12,36,0,7,1.4
10/01/2020,1,22:00:00,239,"9,521","2,812","6,662",12,35,0,6.6,1.6
10/01/2020,1,23:00:00,240,"8,865","2,495","6,323",12,35,0,6.6,1.8
11/01/2020,1,0:00:00,241,"8,012","2,207","5,758",12,35,0,6.5,2
11/01/2020,1,1:00:00,242,"7,261","2,193","5,021",12,35,0,6.4,1.9
11/01/2020,1,2:00:00,243,"6,761","2,250","4,465",12,34,0,6,1.7
11/01/2020,1,3:00:00,244,"6,488","2,276","4,166",11,35,0,6.3,1.6
11/01/2020,1,4:00:00,245,"6,380","2,352","3,983",12,33,0,6.7,1.7
11/01/2020,1,5:00:00,246,"6,591","2,392","4,153",12,34,1,7.3,1.8
11/01/2020,1,6:00:00,247,"6,810","2,380","4,383",13,34,48,8.5,1.7
11/01/2020,1,7:00:00,248,"7,008","2,376","4,584",13,35,233,10.1,1.4
11/01/2020,1,8:00:00,249,"7,561","2,373","4,929",225,34,473,11.4,0.9
11/01/2020,1,9:00:00,250,"8,069","2,383","4,919",733,34,588,12.3,0.8
11/01/2020,1,10:00:00,251,"8,324","2,381","4,956",953,34,637,13.2,1
11/01/2020,1,11:00:00,252,"8,369","2,405","4,837","1,092",35,619,13.8,1.2
11/01/2020,1,12:00:00,253,"8,218","2,389","4,534","1,213",82,536,14,2.6
11/01/2020,1,13:00:00,254,"8,185","2,375","4,705","1,070",35,399,13.9,3
11/01/2020,1,14:00:00,255,"8,030","2,371","4,819",803,37,204,13.3,2.2
11/01/2020,1,15:00:00,256,"8,390","2,373","5,311",670,36,49,12.8,1.5
11/01/2020,1,16:00:00,257,"8,936","2,371","6,221",307,37,0,11.8,1.1
11/01/2020,1,17:00:00,258,"9,725","2,539","7,102",47,37,0,10.7,0.7
11/01/2020,1,18:00:00,259,"10,641","2,702","7,858",45,36,0,10.3,0.5
11/01/2020,1,19:00:00,260,"10,887","2,842","7,962",44,39,0,9.6,0.7
11/01/2020,1,20:00:00,261,"10,829","2,786","7,961",42,40,0,9,0.7
11/01/2020,1,21:00:00,262,"10,574","2,791","7,731",16,36,0,8.9,1
11/01/2020,1,22:00:00,263,"10,065","2,694","7,324",12,35,0,8.8,1.5
11/01/2020,1,23:00:00,264,"9,180","2,578","6,556",12,34,0,8.8,1.4
12/01/2020,1,0:00:00,265,"8,012","2,495","5,468",12,37,0,8.6,1.4
12/01/2020,1,1:00:00,266,"6,998","2,469","4,482",10,37,0,8.3,1.2
12/01/2020,1,2:00:00,267,"6,434","2,332","4,053",13,36,0,8,1.1
12/01/2020,1,3:00:00,268,"6,145","2,187","3,767",13,178,0,8.2,1.1
12/01/2020,1,4:00:00,269,"6,103","2,188","3,725",12,178,0,8.5,1
12/01/2020,1,5:00:00,270,"6,519","2,178","4,151",12,178,3,9.1,1
12/01/2020,1,6:00:00,271,"7,323","2,386","4,892",12,33,115,9.3,1.2
12/01/2020,1,7:00:00,272,"8,653","2,387","6,221",12,33,222,10.5,1.5
12/01/2020,1,8:00:00,273,"9,206","2,477","6,532",165,32,353,12.3,1.6
12/01/2020,1,9:00:00,274,"9,529","2,459","6,679",358,33,493,13,1.8
12/01/2020,1,10:00:00,275,"9,607","2,493","6,542",535,37,483,14,2.4
12/01/2020,1,11:00:00,276,"9,500","2,497","6,279",686,38,434,14.1,2.9
12/01/2020,1,12:00:00,277,"9,571","2,500","6,276",759,36,434,14.2,3.1
12/01/2020,1,13:00:00,278,"9,629","2,508","6,309",777,35,328,13.8,3.3
12/01/2020,1,14:00:00,279,"9,728","2,525","6,488",679,36,218,13,3
12/01/2020,1,15:00:00,280,"9,821","2,548","6,863",374,36,56,12.2,2.5
12/01/2020,1,16:00:00,281,"9,918","2,517","7,137",227,37,0,11.8,2.2
12/01/2020,1,17:00:00,282,"10,967","2,688","8,158",16,105,0,10.7,2
12/01/2020,1,18:00:00,283,"11,509","3,029","8,421",13,46,0,9.9,1.9
12/01/2020,1,19:00:00,284,"11,763","3,065","8,617",17,64,0,9.2,1.9
12/01/2020,1,20:00:00,285,"11,763","2,959","8,693",17,94,0,8.6,2
12/01/2020,1,21:00:00,286,"11,360","2,855","8,296",16,193,0,8.6,2.2
12/01/2020,1,22:00:00,287,"10,468","2,589","7,829",15,35,0,8.9,2.6
12/01/2020,1,23:00:00,288,"9,358","2,501","6,809",13,35,0,8.9,2.6
13/01/2020,1,0:00:00,289,"8,004","2,376","5,579",14,35,0,8.9,2.6
13/01/2020,1,1:00:00,290,"7,033","2,357","4,627",14,35,0,8.8,2.5
13/01/2020,1,2:00:00,291,"6,470","2,375","4,045",15,35,0,8.8,2.3
13/01/2020,1,3:00:00,292,"6,277","2,386","3,840",16,35,0,8.9,2.1
13/01/2020,1,4:00:00,293,"6,294","2,378","3,863",16,37,0,9,2.2
13/01/2020,1,5:00:00,294,"6,678","2,436","4,191",17,34,2,9.7,2.2
13/01/2020,1,6:00:00,295,"7,559","2,575","4,933",16,35,61,10.4,2.3
13/01/2020,1,7:00:00,296,"8,851","2,932","5,871",15,33,53,11.7,2.7
13/01/2020,1,8:00:00,297,"9,168","3,094","5,861",181,32,202,13.1,3.2
13/01/2020,1,9:00:00,298,"9,287","3,062","5,737",367,121,356,13.2,3
13/01/2020,1,10:00:00,299,"9,260","2,631","5,870",545,214,55,13.7,2.5
13/01/2020,1,11:00:00,300,"9,215","2,653","5,931",613,18,67,13.7,2.4
13/01/2020,1,12:00:00,301,"9,293","2,720","5,983",571,19,123,14.1,2.4
13/01/2020,1,13:00:00,302,"9,175","2,543","5,927",534,171,361,14.2,2.3
13/01/2020,1,14:00:00,303,"9,184","2,387","6,322",439,36,192,13.8,2.1
13/01/2020,1,15:00:00,304,"9,246","2,463","6,355",391,37,37,13.4,1.5
13/01/2020,1,16:00:00,305,"9,213","2,474","6,529",173,37,0,12.8,1.6
13/01/2020,1,17:00:00,306,"10,121","2,854","7,217",12,38,0,12.5,1.9
13/01/2020,1,18:00:00,307,"11,106","3,091","7,965",12,38,0,12.1,1.7
13/01/2020,1,19:00:00,308,"11,407","3,098","8,250",12,47,0,11.1,1.5
13/01/2020,1,20:00:00,309,"11,414","3,102","8,257",17,38,0,10.1,1.3
13/01/2020,1,21:00:00,310,"11,050","3,092","7,906",13,39,0,9.5,1.2
13/01/2020,1,22:00:00,311,"10,225","3,091","7,084",13,37,0,8.8,1.3
13/01/2020,1,23:00:00,312,"9,158","3,087","6,020",12,39,0,8.7,1
14/01/2020,1,0:00:00,313,"7,862","2,759","5,054",13,36,0,8.8,0.9
14/01/2020,1,1:00:00,314,"7,076","2,481","4,550",12,33,0,8.5,0.9
14/01/2020,1,2:00:00,315,"6,557","2,371","4,141",12,33,0,8.2,0.4
14/01/2020,1,3:00:00,316,"6,325","2,373","3,908",12,32,0,7.8,0.9
14/01/2020,1,4:00:00,317,"6,388","2,363","3,981",12,32,0,7.8,1.2
14/01/2020,1,5:00:00,318,"6,636","2,369","4,223",11,33,3,8.7,1
14/01/2020,1,6:00:00,319,"7,497","2,581","4,871",12,33,123,10.5,0.9
