Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1880149,-,-,-,31.17,34.82,2,337,2,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,11,30,70,265,306,1.9,13.6,981,45.05,244,8.4,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,12,30,85,264,313,1.5,13.8,981,43.31,249,8.7,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,13,30,179,234,326,1.2,13.5,981,43.06,254,8.8,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,14,30,0,122,122,0.7,12.6,981,44.23,257,8.3,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,15,30,175,130,173,0.1,11.3,982,46.02,259,7.1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,16,30,2,17,17,-0.1,9.8,983,50.11,258,5.9,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,17,30,0,0,0,0.2,8.8,983,54.86,255,5.2,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,18,30,0,0,0,0.9,8.2,984,60.21,250,4.8,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,19,30,0,0,0,1.7,7.6,985,66.26,244,4.4,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,20,30,0,0,0,2.1,7.1,985,70.54,239,4.1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,21,30,0,0,0,2.2,6.7,985,72.91,235,4,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,22,30,0,0,0,2.2,6.2,985,75.65,231,3.8,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,23,30,0,0,0,2.2,5.6,985,78.95,227,3.5,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,0,30,0,0,0,2.2,5.2,986,81.05,224,3.3,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,1,30,0,0,0,2.2,5,986,81.84,223,3.2,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,2,30,0,0,0,2,4.4,985,84.31,216,3,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
