run,1,2,3,4,5,6,7,8,9,10,11,12
AC inverter output power (W) - Hour 1136,227184,227184,227184,227184,229551,229551,229551,229551,231917,231917,231917,231917
AC inverter output power (W) - Hour 1137,315394,315394,315394,315394,318680,318680,318680,318680,321965,321965,321965,321965
AC inverter output power (W) - Hour 1138,373896,373896,373896,373896,377790,377790,377790,377790,381685,381685,381685,381685
AC inverter output power (W) - Hour 1139,405001,405001,405001,405001,409219,409219,409219,409219,413438,413438,413438,413438
AC inverter output power (W) - Hour 1140,225718,225718,225718,225718,228069,228069,228069,228069,230421,230421,230421,230421
AC inverter output power (W) - Hour 1141,199580,199580,199580,199580,201659,201659,201659,201659,203738,203738,203738,203738
AC inverter output power (W) - Hour 1142,38669.8,38669.8,38669.8,38669.8,39072.6,39072.6,39072.6,39072.6,39475.4,39475.4,39475.4,39475.4
AC inverter output power (W) - Hour 1143,58765.7,58765.7,58765.7,58765.7,59377.8,59377.8,59377.8,59377.8,59990,59990,59990,59990
AC inverter output power (W) - Hour 1144,83552.5,83552.5,83552.5,83552.5,84422.8,84422.8,84422.8,84422.8,85293.1,85293.1,85293.1,85293.1
AC inverter output power (W) - Hour 1145,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1146,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1147,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1148,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1149,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1150,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1151,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1152,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1153,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1154,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1155,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1156,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1157,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1158,2794.72,2794.72,2794.72,2794.72,2823.83,2823.83,2823.83,2823.83,2852.94,2852.94,2852.94,2852.94
AC inverter output power (W) - Hour 1159,98368.4,98368.4,98368.4,98368.4,99393,99393,99393,99393,100418,100418,100418,100418
AC inverter output power (W) - Hour 1160,97118.4,97118.4,97118.4,97118.4,98130,98130,98130,98130,99141.7,99141.7,99141.7,99141.7
AC inverter output power (W) - Hour 1161,313151,313151,313151,313151,316413,316413,316413,316413,319675,319675,319675,319675
AC inverter output power (W) - Hour 1162,184868,184868,184868,184868,186794,186794,186794,186794,188719,188719,188719,188719
AC inverter output power (W) - Hour 1163,399642,399642,399642,399642,403805,403805,403805,403805,407968,407968,407968,407968
AC inverter output power (W) - Hour 1164,140974,140974,140974,140974,142443,142443,142443,142443,143911,143911,143911,143911
AC inverter output power (W) - Hour 1165,188339,188339,188339,188339,190301,190301,190301,190301,192263,192263,192263,192263
AC inverter output power (W) - Hour 1166,173422,173422,173422,173422,175229,175229,175229,175229,177035,177035,177035,177035
AC inverter output power (W) - Hour 1167,41270.5,41270.5,41270.5,41270.5,41700.4,41700.4,41700.4,41700.4,42130.3,42130.3,42130.3,42130.3
AC inverter output power (W) - Hour 1168,27223.5,27223.5,27223.5,27223.5,27507.1,27507.1,27507.1,27507.1,27790.7,27790.7,27790.7,27790.7
AC inverter output power (W) - Hour 1169,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1170,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1171,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1172,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1173,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1174,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1175,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1176,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1177,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1178,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1179,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1180,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1181,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1182,6222.18,6222.18,6222.18,6222.18,6286.99,6286.99,6286.99,6286.99,6351.81,6351.81,6351.81,6351.81
AC inverter output power (W) - Hour 1183,120501,120501,120501,120501,121756,121756,121756,121756,123011,123011,123011,123011
AC inverter output power (W) - Hour 1184,86413.2,86413.2,86413.2,86413.2,87313.3,87313.3,87313.3,87313.3,88213.4,88213.4,88213.4,88213.4
AC inverter output power (W) - Hour 1185,323582,323582,323582,323582,326953,326953,326953,326953,330323,330323,330323,330323
AC inverter output power (W) - Hour 1186,118729,118729,118729,118729,119966,119966,119966,119966,121202,121202,121202,121202
AC inverter output power (W) - Hour 1187,160578,160578,160578,160578,162251,162251,162251,162251,163924,163924,163924,163924
AC inverter output power (W) - Hour 1188,76636.6,76636.6,76636.6,76636.6,77434.9,77434.9,77434.9,77434.9,78233.2,78233.2,78233.2,78233.2
AC inverter output power (W) - Hour 1189,145777,145777,145777,145777,147295,147295,147295,147295,148814,148814,148814,148814
AC inverter output power (W) - Hour 1190,68319.8,68319.8,68319.8,68319.8,69031.4,69031.4,69031.4,69031.4,69743.1,69743.1,69743.1,69743.1
AC inverter output power (W) - Hour 1191,77798.9,77798.9,77798.9,77798.9,78609.3,78609.3,78609.3,78609.3,79419.7,79419.7,79419.7,79419.7
AC inverter output power (W) - Hour 1192,85481.4,85481.4,85481.4,85481.4,86371.9,86371.9,86371.9,86371.9,87262.3,87262.3,87262.3,87262.3
AC inverter output power (W) - Hour 1193,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1194,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1195,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1196,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1197,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1198,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1199,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1200,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1201,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1202,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1203,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1204,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1205,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1206,2685.3,2685.3,2685.3,2685.3,2713.28,2713.28,2713.28,2713.28,2741.25,2741.25,2741.25,2741.25
AC inverter output power (W) - Hour 1207,111452,111452,111452,111452,112613,112613,112613,112613,113774,113774,113774,113774
AC inverter output power (W) - Hour 1208,228311,228311,228311,228311,230689,230689,230689,230689,233067,233067,233067,233067
AC inverter output power (W) - Hour 1209,310544,310544,310544,310544,313779,313779,313779,313779,317014,317014,317014,317014
AC inverter output power (W) - Hour 1210,365176,365176,365176,365176,368980,368980,368980,368980,372784,372784,372784,372784
AC inverter output power (W) - Hour 1211,387256,387256,387256,387256,391290,391290,391290,391290,395323,395323,395323,395323
AC inverter output power (W) - Hour 1212,243047,243047,243047,243047,245578,245578,245578,245578,248110,248110,248110,248110
AC inverter output power (W) - Hour 1213,184350,184350,184350,184350,186270,186270,186270,186270,188190,188190,188190,188190
AC inverter output power (W) - Hour 1214,108201,108201,108201,108201,109328,109328,109328,109328,110455,110455,110455,110455
AC inverter output power (W) - Hour 1215,67412,67412,67412,67412,68114.2,68114.2,68114.2,68114.2,68816.5,68816.5,68816.5,68816.5
AC inverter output power (W) - Hour 1216,87186.5,87186.5,87186.5,87186.5,88094.7,88094.7,88094.7,88094.7,89002.9,89002.9,89002.9,89002.9
AC inverter output power (W) - Hour 1217,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1218,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1219,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1220,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1221,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1222,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1223,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1224,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1225,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1226,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1227,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1228,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1229,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1230,2410.61,2410.61,2410.61,2410.61,2435.72,2435.72,2435.72,2435.72,2460.83,2460.83,2460.83,2460.83
AC inverter output power (W) - Hour 1231,110056,110056,110056,110056,111202,111202,111202,111202,112348,112348,112348,112348
AC inverter output power (W) - Hour 1232,228672,228672,228672,228672,231054,231054,231054,231054,233436,233436,233436,233436
AC inverter output power (W) - Hour 1233,316746,316746,316746,316746,320045,320045,320045,320045,323345,323345,323345,323345
AC inverter output power (W) - Hour 1234,374661,374661,374661,374661,378564,378564,378564,378564,382467,382467,382467,382467
AC inverter output power (W) - Hour 1235,397264,397264,397264,397264,401402,401402,401402,401402,405540,405540,405540,405540
AC inverter output power (W) - Hour 1236,398910,398910,398910,398910,403065,403065,403065,403065,407220,407220,407220,407220
AC inverter output power (W) - Hour 1237,157111,157111,157111,157111,158748,158748,158748,158748,160385,160385,160385,160385
AC inverter output power (W) - Hour 1238,302400,302400,302400,302400,305550,305550,305550,305550,308700,308700,308700,308700
AC inverter output power (W) - Hour 1239,209382,209382,209382,209382,211563,211563,211563,211563,213744,213744,213744,213744
AC inverter output power (W) - Hour 1240,89279.2,89279.2,89279.2,89279.2,90209.2,90209.2,90209.2,90209.2,91139.1,91139.1,91139.1,91139.1
AC inverter output power (W) - Hour 1241,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1242,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1243,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1244,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1245,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1246,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1247,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1248,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1249,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1250,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1251,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1252,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1253,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1254,6774.02,6774.02,6774.02,6774.02,6844.58,6844.58,6844.58,6844.58,6915.14,6915.14,6915.14,6915.14
AC inverter output power (W) - Hour 1255,119409,119409,119409,119409,120652,120652,120652,120652,121896,121896,121896,121896
AC inverter output power (W) - Hour 1256,234296,234296,234296,234296,236737,236737,236737,236737,239177,239177,239177,239177
AC inverter output power (W) - Hour 1257,313523,313523,313523,313523,316789,316789,316789,316789,320055,320055,320055,320055
AC inverter output power (W) - Hour 1258,366686,366686,366686,366686,370506,370506,370506,370506,374326,374326,374326,374326
AC inverter output power (W) - Hour 1259,387877,387877,387877,387877,391918,391918,391918,391918,395958,395958,395958,395958
AC inverter output power (W) - Hour 1260,390384,390384,390384,390384,394451,394451,394451,394451,398517,398517,398517,398517
AC inverter output power (W) - Hour 1261,236766,236766,236766,236766,239232,239232,239232,239232,241698,241698,241698,241698
AC inverter output power (W) - Hour 1262,306780,306780,306780,306780,309976,309976,309976,309976,313172,313172,313172,313172
AC inverter output power (W) - Hour 1263,34198.4,34198.4,34198.4,34198.4,34554.7,34554.7,34554.7,34554.7,34910.9,34910.9,34910.9,34910.9
AC inverter output power (W) - Hour 1264,93398.6,93398.6,93398.6,93398.6,94371.5,94371.5,94371.5,94371.5,95344.4,95344.4,95344.4,95344.4
AC inverter output power (W) - Hour 1265,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1266,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1267,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1268,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1269,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1270,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1271,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1272,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1273,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1274,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1275,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1276,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1277,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1278,8982.22,8982.22,8982.22,8982.22,9075.78,9075.78,9075.78,9075.78,9169.35,9169.35,9169.35,9169.35
AC inverter output power (W) - Hour 1279,124144,124144,124144,124144,125437,125437,125437,125437,126730,126730,126730,126730
AC inverter output power (W) - Hour 1280,239789,239789,239789,239789,242287,242287,242287,242287,244785,244785,244785,244785
AC inverter output power (W) - Hour 1281,320090,320090,320090,320090,323424,323424,323424,323424,326759,326759,326759,326759
AC inverter output power (W) - Hour 1282,374423,374423,374423,374423,378324,378324,378324,378324,382224,382224,382224,382224
AC inverter output power (W) - Hour 1283,398253,398253,398253,398253,402402,402402,402402,402402,406550,406550,406550,406550
AC inverter output power (W) - Hour 1284,395792,395792,395792,395792,399915,399915,399915,399915,404038,404038,404038,404038
AC inverter output power (W) - Hour 1285,364854,364854,364854,364854,368655,368655,368655,368655,372455,372455,372455,372455
AC inverter output power (W) - Hour 1286,306443,306443,306443,306443,309635,309635,309635,309635,312827,312827,312827,312827
AC inverter output power (W) - Hour 1287,217750,217750,217750,217750,220018,220018,220018,220018,222287,222287,222287,222287
AC inverter output power (W) - Hour 1288,96245.3,96245.3,96245.3,96245.3,97247.9,97247.9,97247.9,97247.9,98250.4,98250.4,98250.4,98250.4
AC inverter output power (W) - Hour 1289,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1290,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1291,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1292,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1293,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1294,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1295,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1296,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1297,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1298,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1299,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1300,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1301,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1302,4196.57,4196.57,4196.57,4196.57,4240.29,4240.29,4240.29,4240.29,4284,4284,4284,4284
AC inverter output power (W) - Hour 1303,100388,100388,100388,100388,101434,101434,101434,101434,102479,102479,102479,102479
AC inverter output power (W) - Hour 1304,210739,210739,210739,210739,212934,212934,212934,212934,215129,215129,215129,215129
AC inverter output power (W) - Hour 1305,289049,289049,289049,289049,292060,292060,292060,292060,295071,295071,295071,295071
AC inverter output power (W) - Hour 1306,333733,333733,333733,333733,337209,337209,337209,337209,340685,340685,340685,340685
AC inverter output power (W) - Hour 1307,326393,326393,326393,326393,329793,329793,329793,329793,333192,333192,333192,333192
AC inverter output power (W) - Hour 1308,329934,329934,329934,329934,333370,333370,333370,333370,336807,336807,336807,336807
AC inverter output power (W) - Hour 1309,300230,300230,300230,300230,303358,303358,303358,303358,306485,306485,306485,306485
AC inverter output power (W) - Hour 1310,236864,236864,236864,236864,239331,239331,239331,239331,241799,241799,241799,241799
AC inverter output power (W) - Hour 1311,155000,155000,155000,155000,156614,156614,156614,156614,158229,158229,158229,158229
AC inverter output power (W) - Hour 1312,56222.5,56222.5,56222.5,56222.5,56808.2,56808.2,56808.2,56808.2,57393.8,57393.8,57393.8,57393.8
AC inverter output power (W) - Hour 1313,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1314,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1315,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1316,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1317,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1318,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1319,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1320,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1321,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1322,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1323,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1324,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1325,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1326,2609.16,2609.16,2609.16,2609.16,2636.34,2636.34,2636.34,2636.34,2663.52,2663.52,2663.52,2663.52
AC inverter output power (W) - Hour 1327,91418.5,91418.5,91418.5,91418.5,92370.8,92370.8,92370.8,92370.8,93323.1,93323.1,93323.1,93323.1
AC inverter output power (W) - Hour 1328,198041,198041,198041,198041,200104,200104,200104,200104,202167,202167,202167,202167
AC inverter output power (W) - Hour 1329,279198,279198,279198,279198,282106,282106,282106,282106,285014,285014,285014,285014
AC inverter output power (W) - Hour 1330,337847,337847,337847,337847,341366,341366,341366,341366,344885,344885,344885,344885
AC inverter output power (W) - Hour 1331,352079,352079,352079,352079,355746,355746,355746,355746,359414,359414,359414,359414
AC inverter output power (W) - Hour 1332,352332,352332,352332,352332,356002,356002,356002,356002,359672,359672,359672,359672
AC inverter output power (W) - Hour 1333,322292,322292,322292,322292,325649,325649,325649,325649,329006,329006,329006,329006
AC inverter output power (W) - Hour 1334,254346,254346,254346,254346,256996,256996,256996,256996,259645,259645,259645,259645
AC inverter output power (W) - Hour 1335,170230,170230,170230,170230,172003,172003,172003,172003,173776,173776,173776,173776
AC inverter output power (W) - Hour 1336,67198.2,67198.2,67198.2,67198.2,67898.2,67898.2,67898.2,67898.2,68598.2,68598.2,68598.2,68598.2
AC inverter output power (W) - Hour 1337,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1338,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1339,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1340,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1341,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1342,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1343,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1344,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1345,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1346,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1347,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1348,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1349,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1350,987.239,987.239,987.239,987.239,997.523,997.523,997.523,997.523,1007.81,1007.81,1007.81,1007.81
AC inverter output power (W) - Hour 1351,76704.7,76704.7,76704.7,76704.7,77503.7,77503.7,77503.7,77503.7,78302.7,78302.7,78302.7,78302.7
AC inverter output power (W) - Hour 1352,156574,156574,156574,156574,158205,158205,158205,158205,159836,159836,159836,159836
AC inverter output power (W) - Hour 1353,242739,242739,242739,242739,245267,245267,245267,245267,247796,247796,247796,247796
AC inverter output power (W) - Hour 1354,305442,305442,305442,305442,308623,308623,308623,308623,311805,311805,311805,311805
AC inverter output power (W) - Hour 1355,320245,320245,320245,320245,323581,323581,323581,323581,326917,326917,326917,326917
AC inverter output power (W) - Hour 1356,393561,393561,393561,393561,397661,397661,397661,397661,401760,401760,401760,401760
AC inverter output power (W) - Hour 1357,361942,361942,361942,361942,365712,365712,365712,365712,369483,369483,369483,369483
AC inverter output power (W) - Hour 1358,266552,266552,266552,266552,269328,269328,269328,269328,272105,272105,272105,272105
AC inverter output power (W) - Hour 1359,61530.9,61530.9,61530.9,61530.9,62171.9,62171.9,62171.9,62171.9,62812.8,62812.8,62812.8,62812.8
AC inverter output power (W) - Hour 1360,9010.52,9010.52,9010.52,9010.52,9104.38,9104.38,9104.38,9104.38,9198.24,9198.24,9198.24,9198.24
AC inverter output power (W) - Hour 1361,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1362,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1363,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1364,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1365,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1366,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1367,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1368,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1369,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1370,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1371,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1372,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1373,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1374,991.486,991.486,991.486,991.486,1001.81,1001.81,1001.81,1001.81,1012.14,1012.14,1012.14,1012.14
AC inverter output power (W) - Hour 1375,7043.16,7043.16,7043.16,7043.16,7116.53,7116.53,7116.53,7116.53,7189.9,7189.9,7189.9,7189.9
AC inverter output power (W) - Hour 1376,32507,32507,32507,32507,32845.7,32845.7,32845.7,32845.7,33184.3,33184.3,33184.3,33184.3
AC inverter output power (W) - Hour 1377,23636.4,23636.4,23636.4,23636.4,23882.6,23882.6,23882.6,23882.6,24128.8,24128.8,24128.8,24128.8
AC inverter output power (W) - Hour 1378,140494,140494,140494,140494,141958,141958,141958,141958,143421,143421,143421,143421
AC inverter output power (W) - Hour 1379,45449.7,45449.7,45449.7,45449.7,45923.2,45923.2,45923.2,45923.2,46396.6,46396.6,46396.6,46396.6
AC inverter output power (W) - Hour 1380,157113,157113,157113,157113,158749,158749,158749,158749,160386,160386,160386,160386
AC inverter output power (W) - Hour 1381,182261,182261,182261,182261,184160,184160,184160,184160,186059,186059,186059,186059
AC inverter output power (W) - Hour 1382,212296,212296,212296,212296,214507,214507,214507,214507,216719,216719,216719,216719
AC inverter output power (W) - Hour 1383,13519.9,13519.9,13519.9,13519.9,13660.7,13660.7,13660.7,13660.7,13801.5,13801.5,13801.5,13801.5
AC inverter output power (W) - Hour 1384,5380.16,5380.16,5380.16,5380.16,5436.21,5436.21,5436.21,5436.21,5492.25,5492.25,5492.25,5492.25
AC inverter output power (W) - Hour 1385,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1386,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1387,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1388,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1389,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1390,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1391,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1392,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1393,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1394,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1395,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1396,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1397,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 1398,999.504,999.504,999.504,999.504,1009.92,1009.92,1009.92,1009.92,1020.33,1020.33,1020.33,1020.33
AC inverter output power (W) - Hour 1399,7088.21,7088.21,7088.21,7088.21,7162.04,7162.04,7162.04,7162.04,7235.88,7235.88,7235.88,7235.88
AC inverter output power (W) - Hour 1400,50162.1,50162.1,50162.1,50162.1,50684.6,50684.6,50684.6,50684.6,51207.2,51207.2,51207.2,51207.2
AC inverter output power (W) - Hour 1401,23446.9,23446.9,23446.9,23446.9,23691.2,23691.2,23691.2,23691.2,23935.4,23935.4,23935.4,23935.4
AC inverter output power (W) - Hour 1402,28312.7,28312.7,28312.7,28312.7,28607.6,28607.6,28607.6,28607.6,28902.6,28902.6,28902.6,28902.6
AC inverter output power (W) - Hour 1403,36693.3,36693.3,36693.3,36693.3,37075.5,37075.5,37075.5,37075.5,37457.7,37457.7,37457.7,37457.7
AC inverter output power (W) - Hour 1404,32103.4,32103.4,32103.4,32103.4,32437.8,32437.8,32437.8,32437.8,32772.2,32772.2,32772.2,32772.2
AC inverter output power (W) - Hour 1405,39883.9,39883.9,39883.9,39883.9,40299.3,40299.3,40299.3,40299.3,40714.8,40714.8,40714.8,40714.8
