run,1,2,3,4,5,6,7,8,9,10,11,12
AC inverter output power (W) - Hour 6198,67626.1,67626.1,67626.1,67626.1,68330.6,68330.6,68330.6,68330.6,69035,69035,69035,69035
AC inverter output power (W) - Hour 6199,177803,177803,177803,177803,179655,179655,179655,179655,181507,181507,181507,181507
AC inverter output power (W) - Hour 6200,268126,268126,268126,268126,270919,270919,270919,270919,273712,273712,273712,273712
AC inverter output power (W) - Hour 6201,332680,332680,332680,332680,336145,336145,336145,336145,339611,339611,339611,339611
AC inverter output power (W) - Hour 6202,372681,372681,372681,372681,376563,376563,376563,376563,380445,380445,380445,380445
AC inverter output power (W) - Hour 6203,387479,387479,387479,387479,391515,391515,391515,391515,395551,395551,395551,395551
AC inverter output power (W) - Hour 6204,379074,379074,379074,379074,383022,383022,383022,383022,386971,386971,386971,386971
AC inverter output power (W) - Hour 6205,344700,344700,344700,344700,348291,348291,348291,348291,351881,351881,351881,351881
AC inverter output power (W) - Hour 6206,200977,200977,200977,200977,203070,203070,203070,203070,205164,205164,205164,205164
AC inverter output power (W) - Hour 6207,195326,195326,195326,195326,197361,197361,197361,197361,199396,199396,199396,199396
AC inverter output power (W) - Hour 6208,84510,84510,84510,84510,85390.3,85390.3,85390.3,85390.3,86270.6,86270.6,86270.6,86270.6
AC inverter output power (W) - Hour 6209,4395.12,4395.12,4395.12,4395.12,4440.9,4440.9,4440.9,4440.9,4486.68,4486.68,4486.68,4486.68
AC inverter output power (W) - Hour 6210,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6211,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6212,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6213,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6214,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6215,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6216,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6217,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6218,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6219,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6220,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6221,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6222,66709.5,66709.5,66709.5,66709.5,67404.4,67404.4,67404.4,67404.4,68099.3,68099.3,68099.3,68099.3
AC inverter output power (W) - Hour 6223,177386,177386,177386,177386,179234,179234,179234,179234,181082,181082,181082,181082
AC inverter output power (W) - Hour 6224,272152,272152,272152,272152,274987,274987,274987,274987,277822,277822,277822,277822
AC inverter output power (W) - Hour 6225,340222,340222,340222,340222,343766,343766,343766,343766,347310,347310,347310,347310
AC inverter output power (W) - Hour 6226,380001,380001,380001,380001,383959,383959,383959,383959,387918,387918,387918,387918
AC inverter output power (W) - Hour 6227,395106,395106,395106,395106,399221,399221,399221,399221,403337,403337,403337,403337
AC inverter output power (W) - Hour 6228,383966,383966,383966,383966,387966,387966,387966,387966,391965,391965,391965,391965
AC inverter output power (W) - Hour 6229,347982,347982,347982,347982,351607,351607,351607,351607,355231,355231,355231,355231
AC inverter output power (W) - Hour 6230,286846,286846,286846,286846,289834,289834,289834,289834,292822,292822,292822,292822
AC inverter output power (W) - Hour 6231,199549,199549,199549,199549,201628,201628,201628,201628,203707,203707,203707,203707
AC inverter output power (W) - Hour 6232,85647.4,85647.4,85647.4,85647.4,86539.6,86539.6,86539.6,86539.6,87431.7,87431.7,87431.7,87431.7
AC inverter output power (W) - Hour 6233,4651.55,4651.55,4651.55,4651.55,4700,4700,4700,4700,4748.45,4748.45,4748.45,4748.45
AC inverter output power (W) - Hour 6234,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6235,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6236,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6237,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6238,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6239,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6240,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6241,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6242,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6243,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6244,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6245,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6246,65374.7,65374.7,65374.7,65374.7,66055.6,66055.6,66055.6,66055.6,66736.6,66736.6,66736.6,66736.6
AC inverter output power (W) - Hour 6247,175212,175212,175212,175212,177037,177037,177037,177037,178862,178862,178862,178862
AC inverter output power (W) - Hour 6248,266443,266443,266443,266443,269219,269219,269219,269219,271994,271994,271994,271994
AC inverter output power (W) - Hour 6249,330400,330400,330400,330400,333842,333842,333842,333842,337284,337284,337284,337284
AC inverter output power (W) - Hour 6250,364921,364921,364921,364921,368722,368722,368722,368722,372523,372523,372523,372523
AC inverter output power (W) - Hour 6251,377591,377591,377591,377591,381524,381524,381524,381524,385457,385457,385457,385457
AC inverter output power (W) - Hour 6252,367497,367497,367497,367497,371325,371325,371325,371325,375153,375153,375153,375153
AC inverter output power (W) - Hour 6253,335986,335986,335986,335986,339486,339486,339486,339486,342985,342985,342985,342985
AC inverter output power (W) - Hour 6254,274580,274580,274580,274580,277441,277441,277441,277441,280301,280301,280301,280301
AC inverter output power (W) - Hour 6255,186801,186801,186801,186801,188747,188747,188747,188747,190693,190693,190693,190693
AC inverter output power (W) - Hour 6256,78903,78903,78903,78903,79724.9,79724.9,79724.9,79724.9,80546.8,80546.8,80546.8,80546.8
AC inverter output power (W) - Hour 6257,3237.16,3237.16,3237.16,3237.16,3270.88,3270.88,3270.88,3270.88,3304.6,3304.6,3304.6,3304.6
AC inverter output power (W) - Hour 6258,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6259,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6260,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6261,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6262,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6263,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6264,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6265,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6266,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6267,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6268,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6269,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6270,60680.1,60680.1,60680.1,60680.1,61312.2,61312.2,61312.2,61312.2,61944.3,61944.3,61944.3,61944.3
AC inverter output power (W) - Hour 6271,164720,164720,164720,164720,166436,166436,166436,166436,168152,168152,168152,168152
AC inverter output power (W) - Hour 6272,253032,253032,253032,253032,255668,255668,255668,255668,258304,258304,258304,258304
AC inverter output power (W) - Hour 6273,318775,318775,318775,318775,322096,322096,322096,322096,325416,325416,325416,325416
AC inverter output power (W) - Hour 6274,357343,357343,357343,357343,361065,361065,361065,361065,364787,364787,364787,364787
AC inverter output power (W) - Hour 6275,365832,365832,365832,365832,369643,369643,369643,369643,373453,373453,373453,373453
AC inverter output power (W) - Hour 6276,354649,354649,354649,354649,358343,358343,358343,358343,362037,362037,362037,362037
AC inverter output power (W) - Hour 6277,318482,318482,318482,318482,321799,321799,321799,321799,325117,325117,325117,325117
AC inverter output power (W) - Hour 6278,253746,253746,253746,253746,256389,256389,256389,256389,259033,259033,259033,259033
AC inverter output power (W) - Hour 6279,167979,167979,167979,167979,169729,169729,169729,169729,171479,171479,171479,171479
AC inverter output power (W) - Hour 6280,68589.1,68589.1,68589.1,68589.1,69303.6,69303.6,69303.6,69303.6,70018,70018,70018,70018
AC inverter output power (W) - Hour 6281,1674.21,1674.21,1674.21,1674.21,1691.65,1691.65,1691.65,1691.65,1709.09,1709.09,1709.09,1709.09
AC inverter output power (W) - Hour 6282,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6283,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6284,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6285,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6286,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6287,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6288,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6289,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6290,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6291,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6292,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6293,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6294,57579.6,57579.6,57579.6,57579.6,58179.4,58179.4,58179.4,58179.4,58779.2,58779.2,58779.2,58779.2
AC inverter output power (W) - Hour 6295,157542,157542,157542,157542,159183,159183,159183,159183,160824,160824,160824,160824
AC inverter output power (W) - Hour 6296,248515,248515,248515,248515,251104,251104,251104,251104,253693,253693,253693,253693
AC inverter output power (W) - Hour 6297,314677,314677,314677,314677,317954,317954,317954,317954,321232,321232,321232,321232
AC inverter output power (W) - Hour 6298,356545,356545,356545,356545,360259,360259,360259,360259,363973,363973,363973,363973
AC inverter output power (W) - Hour 6299,374835,374835,374835,374835,378739,378739,378739,378739,382644,382644,382644,382644
AC inverter output power (W) - Hour 6300,366229,366229,366229,366229,370043,370043,370043,370043,373858,373858,373858,373858
AC inverter output power (W) - Hour 6301,330312,330312,330312,330312,333752,333752,333752,333752,337193,337193,337193,337193
AC inverter output power (W) - Hour 6302,264498,264498,264498,264498,267254,267254,267254,267254,270009,270009,270009,270009
AC inverter output power (W) - Hour 6303,176404,176404,176404,176404,178242,178242,178242,178242,180079,180079,180079,180079
AC inverter output power (W) - Hour 6304,70754.1,70754.1,70754.1,70754.1,71491.1,71491.1,71491.1,71491.1,72228.1,72228.1,72228.1,72228.1
AC inverter output power (W) - Hour 6305,1692.83,1692.83,1692.83,1692.83,1710.47,1710.47,1710.47,1710.47,1728.1,1728.1,1728.1,1728.1
AC inverter output power (W) - Hour 6306,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6307,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6308,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6309,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6310,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6311,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6312,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6313,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6314,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6315,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6316,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6317,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6318,65696,65696,65696,65696,66380.4,66380.4,66380.4,66380.4,67064.7,67064.7,67064.7,67064.7
AC inverter output power (W) - Hour 6319,181021,181021,181021,181021,182907,182907,182907,182907,184792,184792,184792,184792
AC inverter output power (W) - Hour 6320,276249,276249,276249,276249,279127,279127,279127,279127,282004,282004,282004,282004
AC inverter output power (W) - Hour 6321,345215,345215,345215,345215,348811,348811,348811,348811,352406,352406,352406,352406
AC inverter output power (W) - Hour 6322,387025,387025,387025,387025,391056,391056,391056,391056,395088,395088,395088,395088
AC inverter output power (W) - Hour 6323,402725,402725,402725,402725,406920,406920,406920,406920,411115,411115,411115,411115
AC inverter output power (W) - Hour 6324,391160,391160,391160,391160,395235,395235,395235,395235,399309,399309,399309,399309
AC inverter output power (W) - Hour 6325,352052,352052,352052,352052,355719,355719,355719,355719,359386,359386,359386,359386
AC inverter output power (W) - Hour 6326,287048,287048,287048,287048,290038,290038,290038,290038,293028,293028,293028,293028
AC inverter output power (W) - Hour 6327,193963,193963,193963,193963,195984,195984,195984,195984,198004,198004,198004,198004
AC inverter output power (W) - Hour 6328,78576,78576,78576,78576,79394.5,79394.5,79394.5,79394.5,80213,80213,80213,80213
AC inverter output power (W) - Hour 6329,2490.44,2490.44,2490.44,2490.44,2516.38,2516.38,2516.38,2516.38,2542.32,2542.32,2542.32,2542.32
AC inverter output power (W) - Hour 6330,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6331,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6332,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6333,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6334,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6335,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6336,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6337,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6338,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6339,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6340,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6341,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6342,62696.3,62696.3,62696.3,62696.3,63349.4,63349.4,63349.4,63349.4,64002.5,64002.5,64002.5,64002.5
AC inverter output power (W) - Hour 6343,173747,173747,173747,173747,175557,175557,175557,175557,177367,177367,177367,177367
AC inverter output power (W) - Hour 6344,268583,268583,268583,268583,271381,271381,271381,271381,274179,274179,274179,274179
AC inverter output power (W) - Hour 6345,195521,195521,195521,195521,197557,197557,197557,197557,199594,199594,199594,199594
AC inverter output power (W) - Hour 6346,373637,373637,373637,373637,377529,377529,377529,377529,381421,381421,381421,381421
AC inverter output power (W) - Hour 6347,382098,382098,382098,382098,386079,386079,386079,386079,390059,390059,390059,390059
AC inverter output power (W) - Hour 6348,371594,371594,371594,371594,375465,375465,375465,375465,379335,379335,379335,379335
AC inverter output power (W) - Hour 6349,335307,335307,335307,335307,338800,338800,338800,338800,342293,342293,342293,342293
AC inverter output power (W) - Hour 6350,274983,274983,274983,274983,277848,277848,277848,277848,280712,280712,280712,280712
AC inverter output power (W) - Hour 6351,183553,183553,183553,183553,185465,185465,185465,185465,187377,187377,187377,187377
AC inverter output power (W) - Hour 6352,73720.8,73720.8,73720.8,73720.8,74488.7,74488.7,74488.7,74488.7,75256.6,75256.6,75256.6,75256.6
AC inverter output power (W) - Hour 6353,1692.32,1692.32,1692.32,1692.32,1709.95,1709.95,1709.95,1709.95,1727.57,1727.57,1727.57,1727.57
AC inverter output power (W) - Hour 6354,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6355,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6356,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6357,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6358,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6359,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6360,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6361,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6362,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6363,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6364,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6365,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6366,68918.8,68918.8,68918.8,68918.8,69636.7,69636.7,69636.7,69636.7,70354.6,70354.6,70354.6,70354.6
AC inverter output power (W) - Hour 6367,188905,188905,188905,188905,190873,190873,190873,190873,192841,192841,192841,192841
AC inverter output power (W) - Hour 6368,283969,283969,283969,283969,286927,286927,286927,286927,289885,289885,289885,289885
AC inverter output power (W) - Hour 6369,351395,351395,351395,351395,355055,355055,355055,355055,358715,358715,358715,358715
AC inverter output power (W) - Hour 6370,390111,390111,390111,390111,394175,394175,394175,394175,398238,398238,398238,398238
AC inverter output power (W) - Hour 6371,408911,408911,408911,408911,413171,413171,413171,413171,417430,417430,417430,417430
AC inverter output power (W) - Hour 6372,398376,398376,398376,398376,402525,402525,402525,402525,406675,406675,406675,406675
AC inverter output power (W) - Hour 6373,362301,362301,362301,362301,366075,366075,366075,366075,369849,369849,369849,369849
AC inverter output power (W) - Hour 6374,294322,294322,294322,294322,297388,297388,297388,297388,300454,300454,300454,300454
AC inverter output power (W) - Hour 6375,199592,199592,199592,199592,201672,201672,201672,201672,203751,203751,203751,203751
AC inverter output power (W) - Hour 6376,80016.4,80016.4,80016.4,80016.4,80849.9,80849.9,80849.9,80849.9,81683.4,81683.4,81683.4,81683.4
AC inverter output power (W) - Hour 6377,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6378,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6379,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6380,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6381,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6382,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6383,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6384,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6385,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6386,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6387,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6388,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6389,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6390,71030,71030,71030,71030,71769.9,71769.9,71769.9,71769.9,72509.8,72509.8,72509.8,72509.8
AC inverter output power (W) - Hour 6391,192420,192420,192420,192420,194424,194424,194424,194424,196429,196429,196429,196429
AC inverter output power (W) - Hour 6392,286829,286829,286829,286829,289816,289816,289816,289816,292804,292804,292804,292804
AC inverter output power (W) - Hour 6393,351731,351731,351731,351731,355395,355395,355395,355395,359059,359059,359059,359059
AC inverter output power (W) - Hour 6394,387147,387147,387147,387147,391179,391179,391179,391179,395212,395212,395212,395212
AC inverter output power (W) - Hour 6395,399030,399030,399030,399030,403186,403186,403186,403186,407343,407343,407343,407343
AC inverter output power (W) - Hour 6396,385930,385930,385930,385930,389950,389950,389950,389950,393970,393970,393970,393970
AC inverter output power (W) - Hour 6397,350703,350703,350703,350703,354356,354356,354356,354356,358009,358009,358009,358009
AC inverter output power (W) - Hour 6398,285293,285293,285293,285293,288265,288265,288265,288265,291237,291237,291237,291237
AC inverter output power (W) - Hour 6399,192878,192878,192878,192878,194888,194888,194888,194888,196897,196897,196897,196897
AC inverter output power (W) - Hour 6400,75515.7,75515.7,75515.7,75515.7,76302.3,76302.3,76302.3,76302.3,77089,77089,77089,77089
AC inverter output power (W) - Hour 6401,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6402,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6403,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6404,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6405,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6406,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6407,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6408,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6409,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6410,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6411,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6412,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6413,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6414,68170.1,68170.1,68170.1,68170.1,68880.2,68880.2,68880.2,68880.2,69590.3,69590.3,69590.3,69590.3
AC inverter output power (W) - Hour 6415,187697,187697,187697,187697,189653,189653,189653,189653,191608,191608,191608,191608
AC inverter output power (W) - Hour 6416,283142,283142,283142,283142,286091,286091,286091,286091,289041,289041,289041,289041
AC inverter output power (W) - Hour 6417,349438,349438,349438,349438,353078,353078,353078,353078,356718,356718,356718,356718
AC inverter output power (W) - Hour 6418,387947,387947,387947,387947,391988,391988,391988,391988,396029,396029,396029,396029
AC inverter output power (W) - Hour 6419,404559,404559,404559,404559,408773,408773,408773,408773,412987,412987,412987,412987
AC inverter output power (W) - Hour 6420,394454,394454,394454,394454,398562,398562,398562,398562,402671,402671,402671,402671
AC inverter output power (W) - Hour 6421,357461,357461,357461,357461,361184,361184,361184,361184,364908,364908,364908,364908
AC inverter output power (W) - Hour 6422,291116,291116,291116,291116,294148,294148,294148,294148,297181,297181,297181,297181
AC inverter output power (W) - Hour 6423,198344,198344,198344,198344,200410,200410,200410,200410,202476,202476,202476,202476
AC inverter output power (W) - Hour 6424,77398.9,77398.9,77398.9,77398.9,78205.1,78205.1,78205.1,78205.1,79011.4,79011.4,79011.4,79011.4
AC inverter output power (W) - Hour 6425,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6426,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6427,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6428,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6429,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6430,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6431,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6432,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6433,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6434,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6435,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6436,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6437,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6438,63311.9,63311.9,63311.9,63311.9,63971.4,63971.4,63971.4,63971.4,64630.9,64630.9,64630.9,64630.9
AC inverter output power (W) - Hour 6439,175571,175571,175571,175571,177400,177400,177400,177400,179229,179229,179229,179229
AC inverter output power (W) - Hour 6440,267312,267312,267312,267312,270096,270096,270096,270096,272881,272881,272881,272881
AC inverter output power (W) - Hour 6441,330345,330345,330345,330345,333787,333787,333787,333787,337228,337228,337228,337228
AC inverter output power (W) - Hour 6442,365804,365804,365804,365804,369615,369615,369615,369615,373425,373425,373425,373425
AC inverter output power (W) - Hour 6443,376073,376073,376073,376073,379990,379990,379990,379990,383908,383908,383908,383908
AC inverter output power (W) - Hour 6444,366281,366281,366281,366281,370096,370096,370096,370096,373912,373912,373912,373912
AC inverter output power (W) - Hour 6445,331397,331397,331397,331397,334849,334849,334849,334849,338301,338301,338301,338301
AC inverter output power (W) - Hour 6446,265885,265885,265885,265885,268655,268655,268655,268655,271425,271425,271425,271425
AC inverter output power (W) - Hour 6447,175560,175560,175560,175560,177388,177388,177388,177388,179217,179217,179217,179217
AC inverter output power (W) - Hour 6448,66630.3,66630.3,66630.3,66630.3,67324.4,67324.4,67324.4,67324.4,68018.5,68018.5,68018.5,68018.5
AC inverter output power (W) - Hour 6449,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6450,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6451,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6452,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6453,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6454,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6455,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6456,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6457,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6458,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6459,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6460,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6461,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6462,64225.8,64225.8,64225.8,64225.8,64894.8,64894.8,64894.8,64894.8,65563.8,65563.8,65563.8,65563.8
AC inverter output power (W) - Hour 6463,179134,179134,179134,179134,180999,180999,180999,180999,182865,182865,182865,182865
AC inverter output power (W) - Hour 6464,269941,269941,269941,269941,272753,272753,272753,272753,275564,275564,275564,275564
AC inverter output power (W) - Hour 6465,330148,330148,330148,330148,333588,333588,333588,333588,337027,337027,337027,337027
AC inverter output power (W) - Hour 6466,365525,365525,365525,365525,369333,369333,369333,369333,373140,373140,373140,373140
AC inverter output power (W) - Hour 6467,382402,382402,382402,382402,386385,386385,386385,386385,390368,390368,390368,390368
AC inverter output power (W) - Hour 6468,375579,375579,375579,375579,379492,379492,379492,379492,383404,383404,383404,383404
AC inverter output power (W) - Hour 6469,342669,342669,342669,342669,346238,346238,346238,346238,349808,349808,349808,349808
AC inverter output power (W) - Hour 6470,279087,279087,279087,279087,281994,281994,281994,281994,284902,284902,284902,284902
AC inverter output power (W) - Hour 6471,185826,185826,185826,185826,187762,187762,187762,187762,189697,189697,189697,189697
AC inverter output power (W) - Hour 6472,68820.7,68820.7,68820.7,68820.7,69537.6,69537.6,69537.6,69537.6,70254.5,70254.5,70254.5,70254.5
AC inverter output power (W) - Hour 6473,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 6474,0,0,0,0,0,0,0,0,0,0,0,0
